state_abbr,county,offense,total_2023,latitude,longitude
MN,ITASCA,Property Crime,170.0,47.380512,-93.1658
MD,BALTIMORE CITY,Property Crime,29145.0,39.32253,-76.62148
KY,MORGAN,Violent Crime,7.0,37.92294,-83.258944
TN,GREENE,Property Crime,1126.0,36.163723,-82.82877
MO,DALLAS,Property Crime,108.0,37.683583,-93.033812
NE,SALINE,Property Crime,193.0,40.516802,-97.131755
UT,DAVIS,Violent Crime,418.0,41.037045,-112.202123
ND,BARNES,Violent Crime,5.0,46.924454,-98.00153
ME,PISCATAQUIS,Violent Crime,8.0,45.182583,-69.22461
NE,COLFAX,Property Crime,40.0,41.574675,-97.089455
IL,WOODFORD,Property Crime,0.0,40.721718,-89.27287
GA,WALTON,Property Crime,738.5,33.77116,-83.700356
WV,WOOD,Property Crime,1620.0,39.400513,-81.44848
KS,RILEY,Violent Crime,216.0,39.291211,-96.727489
MO,MCDONALD,Violent Crime,133.0,36.630218,-94.343956
GA,LAMAR,Property Crime,52.0,33.044018,-84.15348
NC,PASQUOTANK,Property Crime,458.5,36.265169,-76.260712
IL,POPE,Property Crime,0.0,37.417169,-88.542374
OK,CHOCTAW,Property Crime,237.0,34.008663,-95.51167
TX,STERLING,Violent Crime,2.0,31.835774,-101.054911
AR,DESHA,Property Crime,178.0,33.828748,-91.244427
NJ,ATLANTIC,Violent Crime,1123.0,39.63631,-74.80069
KS,DOUGLAS,Property Crime,1027.0,38.963764,-95.23475
MS,JEFFERSON DAVIS,Violent Crime,0.0,31.565195,-89.826175
OH,MERCER,Property Crime,68.0,40.47975,-84.63143
NC,SWAIN,Property Crime,94.0,35.568849,-83.465614
UT,GARFIELD,Property Crime,33.0,37.831674,-111.450898
MI,MONTMORENCY,Violent Crime,8.0,45.007317,-84.17164
MN,POLK,Property Crime,172.0,47.774902,-96.61002
AZ,MOHAVE,Violent Crime,643.0,35.717705,-113.749689
IL,EDGAR,Violent Crime,36.0,39.804432,-87.679436
NJ,SUSSEX,Violent Crime,58.0,41.041916,-74.72375
NY,WAYNE,Property Crime,1204.0,43.045876,-77.0914
LA,SABINE,Property Crime,103.0,31.560209,-93.559228
MD,CHARLES,Property Crime,2006.0,38.472853,-77.015427
TX,ERATH,Property Crime,317.0,32.212708,-98.19037
TX,WEBB,Violent Crime,1163.0,27.770584,-99.326641
ID,BENEWAH,Property Crime,86.0,47.315273,-116.56578
LA,AVOYELLES,Violent Crime,107.0,30.985495,-92.05285
KS,LINCOLN,Violent Crime,0.0,39.040707,-98.14436
MA,ESSEX,Property Crime,6512.0,42.497223,-70.86018
IL,MADISON,Violent Crime,614.5,38.91074,-90.04062
SC,NEWBERRY,Property Crime,538.0,34.28973,-81.600053
MN,DAKOTA,Violent Crime,737.5,44.818928,-93.167145
MO,CALDWELL,Violent Crime,5.0,39.741302,-93.99812
MI,OTTAWA,Property Crime,2517.5,42.96041,-85.8881
LA,MOREHOUSE,Violent Crime,134.0,32.775772,-91.91325
IA,PALO ALTO,Property Crime,46.0,43.075854,-94.667296
TN,ANDERSON,Property Crime,832.5,36.099937,-84.13391
TX,WHEELER,Violent Crime,11.0,35.392593,-100.253107
MT,DAWSON,Violent Crime,32.0,47.13104,-104.686195
PA,MIFFLIN,Violent Crime,108.0,40.61189,-77.620661
WV,LEWIS,Property Crime,123.0,38.988877,-80.495477
WY,NATRONA,Violent Crime,173.0,42.849266,-106.32659
GA,LIBERTY,Property Crime,793.0,31.846628,-81.59546
UT,WAYNE,Property Crime,0.0,38.261229,-110.990322
IN,WARREN,Property Crime,0.0,40.2884,-87.29324
TX,TERRY,Violent Crime,36.0,33.171229,-102.339284
TX,JONES,Property Crime,1184.0,32.743709,-99.87443
MI,EATON,Property Crime,2798.5,42.589614,-84.846524
OR,COOS,Violent Crime,231.0,43.184193,-124.092557
NY,ONEIDA,Violent Crime,578.0,43.242727,-75.434282
IL,EFFINGHAM,Property Crime,433.0,39.120426,-88.54066
ND,CASS,Violent Crime,815.0,46.927003,-97.252375
KS,CLAY,Violent Crime,21.0,39.22047,-97.017204
FL,CHARLOTTE,Property Crime,1408.0,26.868933,-81.941077
LA,EAST CARROLL,Property Crime,25.0,32.803864,-91.172714
IA,TAYLOR,Property Crime,21.0,40.737949,-94.697108
ND,LAMOURE,Property Crime,10.0,46.464195,-98.526057
IA,POTTAWATTAMIE,Violent Crime,355.0,41.28416,-95.86405
OK,POTTAWATOMIE,Property Crime,11897.5,35.257687,-96.93695
OH,PAULDING,Violent Crime,26.0,41.094616,-84.3797
IA,RINGGOLD,Property Crime,14.0,40.735334,-94.244251
PA,CAMERON,Property Crime,32.0,41.511784,-78.237785
KY,ALLEN,Property Crime,143.0,36.75077,-86.192458
CO,PHILLIPS,Violent Crime,3.0,40.58684,-102.302216
TN,WEAKLEY,Property Crime,461.0,36.303386,-88.720803
PA,SULLIVAN,Violent Crime,3.0,41.43979,-76.511525
AL,CLARKE,Property Crime,457.0,31.685521,-87.818624
ND,GRAND FORKS,Violent Crime,177.0,47.926003,-97.450851
IL,PIATT,Violent Crime,12.5,40.026676,-88.56971
LA,ST BERNARD,Violent Crime,237.0,29.91811,-89.263494
MS,PANOLA,Property Crime,235.0,34.317448,-89.951744
TN,POLK,Property Crime,234.0,35.109437,-84.541112
WI,WAUPACA,Property Crime,205.5,44.623135,-88.763565
MO,SALINE,Violent Crime,108.0,38.964317,-93.41781
TN,RHEA,Violent Crime,49.0,35.600587,-84.949552
VA,CRAIG,Violent Crime,5.0,37.473129,-80.231734
UT,CACHE,Property Crime,1186.0,41.734225,-111.744581
MS,PIKE,Property Crime,332.0,31.177517,-90.397725
TX,BOSQUE,Property Crime,52.0,31.900764,-97.637632
MO,WEBSTER,Violent Crime,99.5,37.280804,-92.87608
MS,TATE,Property Crime,322.0,34.649553,-89.943105
KS,SHERIDAN,Property Crime,5.0,39.350542,-100.441206
AR,CLARK,Violent Crime,54.0,34.053316,-93.176208
CA,BUTTE,Violent Crime,1348.0,39.735462,-121.81528
MO,STODDARD,Property Crime,402.0,36.855428,-89.941735
UT,WASHINGTON,Property Crime,2155.0,37.112602,-113.57904
IN,POSEY,Violent Crime,36.0,37.93335,-87.89608
SD,MOODY,Property Crime,30.0,44.012429,-96.676054
KY,CARTER,Property Crime,104.0,38.3317,-82.94438
NE,SAUNDERS,Property Crime,78.0,41.223152,-96.640923
UT,UINTAH,Property Crime,236.0,40.45717,-109.52571
NC,CHOWAN,Property Crime,138.0,36.127288,-76.60207
TX,NOLAN,Violent Crime,61.0,32.312338,-100.418108
GA,GILMER,Violent Crime,82.0,34.690541,-84.453984
MO,OZARK,Violent Crime,26.0,36.64959,-92.458549
TX,COLEMAN,Property Crime,28.0,31.83102,-99.42296
OH,STARK,Property Crime,6550.5,40.814131,-81.365667
MO,CAPE GIRARDEAU,Violent Crime,324.0,37.3036,-89.52708
IL,BOONE,Property Crime,480.0,42.264786,-88.84539
SC,RICHLAND,Violent Crime,2669.5,34.012497,-81.022026
ND,KIDDER,Property Crime,24.0,46.935385,-99.742727
MN,CHIPPEWA,Violent Crime,7.0,44.95065,-95.71358
NE,HARLAN,Property Crime,0.0,40.178766,-99.403418
WV,HANCOCK,Property Crime,26.0,40.516958,-80.570164
IA,DECATUR,Property Crime,0.0,40.73951,-93.74707
ME,YORK,Violent Crime,238.0,43.427239,-70.670402
MI,PRESQUE ISLE,Property Crime,36.0,44.770985,-85.496765
FL,CALHOUN,Property Crime,23.0,30.388801,-85.197915
ID,SHOSHONE,Violent Crime,45.0,47.538784,-116.13882
TX,RED RIVER,Property Crime,59.0,33.610325,-95.05523
FL,JEFFERSON,Violent Crime,38.0,30.423128,-84.28066
OK,CIMARRON,Property Crime,15.0,36.755276,-102.508734
TN,HENDERSON,Property Crime,404.0,35.647858,-88.393234
VT,WINDSOR,Property Crime,443.0,43.588143,-72.591514
IN,DAVIESS,Property Crime,91.0,38.65781,-87.17127
AK,PRINCE OF WALES-HYDER,Property Crime,2.0,55.415683,-132.875734
OR,CURRY,Property Crime,198.0,42.466671,-124.211407
DE,UNMAPPED COUNTY,Property Crime,1.0,39.156284,-75.486595
GA,BURKE,Property Crime,362.0,33.050819,-82.011571
WY,SUBLETTE,Property Crime,22.0,42.767928,-109.91617
VT,RUTLAND,Violent Crime,156.0,43.594852,-73.26547
WY,CARBON,Violent Crime,1.0,41.70359,-106.933153
IN,HANCOCK,Violent Crime,152.5,39.784073,-85.76923
VA,GREENE,Property Crime,152.0,38.285507,-78.4199
IL,COOK,Violent Crime,20677.0,41.702854,-87.57352
TX,COLEMAN,Violent Crime,9.0,31.83102,-99.42296
TX,MONTGOMERY,Violent Crime,14382.5,30.157148,-95.43804
WI,SAWYER,Violent Crime,63.0,45.864913,-91.14713
KY,BOYD,Property Crime,775.0,38.360004,-82.681406
KS,SEDGWICK,Property Crime,20464.0,37.681045,-97.461054
AK,HOONAH-ANGOON,Property Crime,0.0,58.076434,-135.1851
ND,MOUNTRAIL,Property Crime,81.0,48.210291,-102.364756
WI,LANGLADE,Violent Crime,13.0,45.143913,-89.154175
KS,ATCHISON,Property Crime,253.0,39.56617,-95.11933
KY,ALLEN,Violent Crime,16.0,36.75077,-86.192458
OH,WOOD,Property Crime,1206.0,41.608757,-83.48422
WV,KANAWHA,Property Crime,4328.0,38.365562,-81.69602
MS,ADAMS,Violent Crime,38.0,31.559797,-91.40519
MI,OGEMAW,Violent Crime,38.0,44.276413,-84.23569
VA,CHARLES CITY,Violent Crime,10.0,37.361054,-77.05417
TN,OVERTON,Violent Crime,75.0,36.396347,-85.324104
IL,DUPAGE,Property Crime,8070.5,41.852058,-88.086038
IN,JEFFERSON,Violent Crime,0.0,38.736877,-85.242676
UT,RICH,Violent Crime,1.0,41.627598,-111.240227
WV,TAYLOR,Property Crime,46.0,39.332477,-80.046554
NJ,MERCER,Violent Crime,1331.0,40.282503,-74.703724
UT,DAGGETT,Property Crime,0.0,40.890099,-109.505785
IA,MONONA,Violent Crime,10.0,42.02791,-96.09307
GA,HANCOCK,Violent Crime,10.0,33.27567,-82.97485
LA,ALLEN,Violent Crime,16.0,30.652744,-92.819605
MD,ST MARY'S,Violent Crime,230.0,38.220289,-76.530384
GA,LOWNDES,Property Crime,3115.0,30.833127,-83.268992
KS,CHEROKEE,Property Crime,324.0,37.17085,-94.84
GA,JEFFERSON,Property Crime,184.0,33.051874,-82.41905
OR,DESCHUTES,Violent Crime,350.0,44.098328,-121.306526
GA,LANIER,Violent Crime,22.0,31.038197,-83.063164
IN,PUTNAM,Violent Crime,0.0,39.638935,-86.865456
WY,CARBON,Property Crime,0.0,41.70359,-106.933153
GA,UNION,Violent Crime,15.0,34.83377,-83.989573
CO,MESA,Property Crime,3379.0,39.068436,-108.57308
TX,BEE,Property Crime,476.0,28.416077,-97.742586
KS,BOURBON,Violent Crime,57.0,37.8561,-94.850928
TN,BLEDSOE,Property Crime,49.0,35.593668,-85.205979
OK,HARPER,Violent Crime,4.0,36.80036,-99.662809
NH,CARROLL,Property Crime,501.0,43.867567,-71.201665
TX,UPSHUR,Violent Crime,78.5,32.735349,-94.941184
NY,WAYNE,Violent Crime,187.0,43.045876,-77.0914
ND,RAMSEY,Violent Crime,22.0,48.107742,-98.867455
OK,COAL,Property Crime,78.0,34.538033,-96.21848
NE,KNOX,Property Crime,20.0,42.634404,-97.891349
AK,KODIAK ISLAND,Violent Crime,18.0,57.8049,-152.37332
GA,JONES,Violent Crime,51.0,33.020226,-83.562339
AR,SEVIER,Violent Crime,43.0,34.038074,-94.33912
MT,TOOLE,Violent Crime,18.0,48.645052,-111.733493
VA,WESTMORELAND,Property Crime,154.0,38.109238,-76.804073
MN,CLAY,Violent Crime,254.0,46.884712,-96.765564
TN,CHEATHAM,Violent Crime,159.0,36.25518,-87.100816
OH,BELMONT,Violent Crime,122.0,40.017682,-80.967727
WV,MINGO,Violent Crime,43.0,37.721152,-82.158987
NC,HENDERSON,Violent Crime,166.0,35.317875,-82.45966
OH,MEIGS,Violent Crime,36.0,39.089807,-82.028397
CA,PLACER,Violent Crime,1181.0,37.798763,-122.24971
WA,SAN JUAN,Property Crime,120.0,48.508861,-123.100616
CA,NAPA,Property Crime,2116.0,38.57867,-122.57926
PA,BERKS,Property Crime,4342.0,40.204876,-75.79139
KS,KIOWA,Violent Crime,1.0,37.604126,-99.29138
AL,COFFEE,Violent Crime,170.5,31.402258,-85.989602
ND,RANSOM,Violent Crime,1.0,46.449276,-97.647554
OH,ERIE,Property Crime,1018.5,41.391273,-82.55801
NE,HITCHCOCK,Violent Crime,2.0,40.176896,-101.044217
ND,GRIGGS,Violent Crime,1.0,47.463463,-98.232444
PA,TIOGA,Property Crime,319.0,41.80308,-77.07238
IN,PIKE,Violent Crime,0.0,38.49105,-87.28032
MN,HOUSTON,Property Crime,60.5,43.634655,-91.500145
OH,MARION,Property Crime,659.0,40.58096,-83.0948
NE,WHEELER,Property Crime,0.0,41.937859,-98.522289
IN,CASS,Property Crime,314.0,40.753799,-86.355168
TX,BOWIE,Property Crime,1501.0,33.405632,-94.04313
NE,DEUEL,Violent Crime,0.0,41.111903,-102.332609
MI,ROSCOMMON,Violent Crime,52.0,44.339517,-84.611271
OK,WOODWARD,Property Crime,263.0,36.425619,-99.273661
VA,LEXINGTON CITY,Property Crime,54.0,37.782332,-79.44432
IN,OHIO,Property Crime,0.0,38.940527,-84.964299
ID,JEROME,Property Crime,160.0,42.723957,-114.51839
KS,MORTON,Property Crime,15.0,37.185249,-101.809516
AR,HOWARD,Violent Crime,20.0,34.083064,-93.990931
IA,POWESHIEK,Property Crime,184.0,41.684526,-92.522882
ND,WILLIAMS,Violent Crime,140.0,46.464195,-98.526057
AR,HEMPSTEAD,Property Crime,440.0,33.728611,-93.665809
MS,SHARKEY,Property Crime,0.0,32.89249,-90.827388
KS,BROWN,Property Crime,89.5,39.851852,-95.53753
WY,UINTA,Violent Crime,47.0,41.269447,-110.96667
TN,CANNON,Violent Crime,9.0,35.82605,-86.08409
KS,ELLIS,Violent Crime,102.0,38.872055,-99.33988
VA,SUFFOLK CITY,Property Crime,1669.0,36.697157,-76.634781
KS,PHILLIPS,Property Crime,4.0,39.75592,-99.32452
AL,DALE,Violent Crime,555.0,31.430654,-85.609476
IN,MARSHALL,Violent Crime,0.0,41.34162,-86.310776
IL,MONTGOMERY,Violent Crime,46.0,39.228093,-89.478004
IL,COLES,Violent Crime,145.0,39.49376,-88.17438
WA,COWLITZ,Violent Crime,249.0,46.143826,-122.916916
MS,LAUDERDALE,Property Crime,0.0,32.365,-88.69815
IN,TIPTON,Violent Crime,22.5,40.28091,-86.041565
KY,LYON,Property Crime,23.0,37.023976,-88.083391
IN,HENDRICKS,Property Crime,2101.0,39.76266,-86.407646
OH,STARK,Violent Crime,1074.5,40.814131,-81.365667
CO,DENVER,Violent Crime,7311.0,39.737377,-104.99167
IA,FREMONT,Violent Crime,34.0,40.743726,-95.599516
MD,GARRETT,Property Crime,205.0,39.407803,-79.40712
AZ,COCHISE,Property Crime,1476.0,31.56594,-110.27322
MO,LIVINGSTON,Property Crime,122.0,39.79429,-93.55484
MD,KENT,Property Crime,120.0,39.239178,-76.124203
AZ,YAVAPAI,Property Crime,2272.5,34.59638,-112.33222
WV,CLAY,Violent Crime,16.0,38.459826,-81.081866
NC,MECKLENBURG,Violent Crime,7471.5,35.246862,-80.833832
FL,MONROE,Property Crime,942.0,24.7114,-81.09389
NE,HALL,Violent Crime,225.0,40.866023,-98.498004
NE,HOWARD,Violent Crime,2.0,41.216851,-98.513342
IA,DAVIS,Property Crime,8.0,40.750652,-92.41525
KS,MORRIS,Property Crime,12.0,38.688204,-96.651448
MO,NODAWAY,Violent Crime,28.0,40.34886,-94.87048
MS,WARREN,Property Crime,683.0,32.351593,-90.87819
IA,FRANKLIN,Violent Crime,11.0,42.736549,-93.271425
FL,LEON,Violent Crime,2092.0,30.423128,-84.28066
MT,BLAINE,Property Crime,19.0,48.428282,-108.967648
LA,GRANT,Property Crime,214.0,31.597787,-92.561716
LA,ST JOHN THE BAPTIST,Property Crime,522.0,30.147307,-90.485674
SC,CHEROKEE,Violent Crime,151.5,35.049796,-81.607647
NC,YANCEY,Violent Crime,10.0,35.889505,-82.30398
GA,GLYNN,Violent Crime,286.0,31.212746,-81.496517
WV,BRAXTON,Property Crime,53.0,38.699302,-80.731649
IN,MONTGOMERY,Property Crime,292.0,40.040296,-86.892715
TN,HOUSTON,Property Crime,33.0,36.285784,-87.705599
NE,SIOUX,Property Crime,1.0,42.485675,-103.744068
KS,ATCHISON,Violent Crime,27.0,39.56617,-95.11933
PA,WYOMING,Property Crime,137.0,41.507835,-75.9282
TX,AUSTIN,Violent Crime,64.0,29.891901,-96.27017
NC,MARTIN,Violent Crime,114.0,35.841059,-77.112867
MT,FLATHEAD,Property Crime,1660.0,48.189655,-114.3104
MO,LINCOLN,Violent Crime,176.0,39.16612,-90.781906
KY,HANCOCK,Property Crime,23.0,37.843325,-86.792761
MO,DOUGLAS,Violent Crime,37.0,36.946517,-92.515892
TN,UNION,Violent Crime,40.0,36.28414,-83.836088
TN,FENTRESS,Property Crime,205.0,36.375971,-84.932658
NV,LANDER,Violent Crime,22.0,39.90021,-117.04724
NV,NYE,Property Crime,816.0,36.21959,-116.04245
IL,PEORIA,Property Crime,5234.0,40.650146,-89.652
MI,MASON,Property Crime,269.0,43.952366,-86.446396
IL,ADAMS,Property Crime,203.0,39.986052,-91.194961
FL,MARION,Property Crime,4615.0,29.045834,-82.4647
GA,BLECKLEY,Property Crime,190.0,32.386444,-83.35458
IL,ALEXANDER,Violent Crime,0.0,37.002796,-89.17247
GA,FULTON,Violent Crime,3576.5,33.746944,-84.39647
KS,DOUGLAS,Violent Crime,198.0,38.963764,-95.23475
TX,SCURRY,Violent Crime,149.0,32.744462,-100.913399
CA,NEVADA,Violent Crime,462.0,39.295191,-120.773446
IN,BROWN,Violent Crime,0.0,39.192585,-86.23941
FL,LEVY,Property Crime,382.0,29.284457,-82.783462
KY,PULASKI,Violent Crime,78.0,37.108312,-84.579986
LA,UNION,Violent Crime,134.0,32.829349,-92.37565
TX,MCLENNAN,Property Crime,5215.0,31.306688,-97.24659
MS,COVINGTON,Violent Crime,23.0,31.633331,-89.548897
MI,CHEBOYGAN,Violent Crime,54.5,45.526234,-84.46618
IL,FORD,Property Crime,80.0,40.46035,-88.09756
TX,SCHLEICHER,Property Crime,6.0,30.896233,-100.527216
NE,THAYER,Violent Crime,3.0,40.173845,-97.596263
AL,MONROE,Violent Crime,72.0,31.580332,-87.383266
MS,SIMPSON,Violent Crime,3.0,31.902505,-89.917709
ID,BONNEVILLE,Violent Crime,356.0,43.494877,-112.04055
MO,POLK,Violent Crime,91.0,37.612648,-93.410904
KY,CHRISTIAN,Property Crime,1458.0,36.870354,-87.486595
WV,JACKSON,Violent Crime,82.0,38.834234,-81.677717
NH,UNMAPPED COUNTY,Property Crime,0.0,43.21312,-71.51729
GA,MCINTOSH,Property Crime,196.0,31.482978,-81.370199
WI,OUTAGAMIE,Violent Crime,252.5,44.303394,-88.44382
NE,SARPY,Violent Crime,123.0,41.115064,-96.109125
NC,FRANKLIN,Violent Crime,202.5,36.09812,-78.297966
CT,NORTHWEST HILLS PLANNING REGION,Violent Crime,45.0,41.812046,-73.12125
MT,YELLOWSTONE,Violent Crime,1278.0,45.66986,-108.77348
NC,GRANVILLE,Property Crime,712.0,36.299884,-78.657634
NC,LENOIR,Property Crime,756.0,35.240068,-77.63551
WY,CONVERSE,Violent Crime,15.0,42.759663,-105.38123
MO,WARREN,Violent Crime,57.0,38.761902,-91.159306
NY,LEWIS,Property Crime,145.0,43.782681,-75.44414
MD,KENT,Violent Crime,25.0,39.239178,-76.124203
NC,ROCKINGHAM,Property Crime,1699.0,36.38109,-79.782818
ME,WALDO,Property Crime,106.0,44.505451,-69.139632
WY,FREMONT,Violent Crime,71.0,43.03264,-108.38061
MD,QUEEN ANNE'S,Violent Crime,53.0,39.040693,-76.082405
AR,CRITTENDEN,Property Crime,1818.0,35.211878,-90.315331
TN,TROUSDALE,Violent Crime,18.0,36.39303,-86.156691
TX,HALE,Property Crime,412.5,34.1599,-101.70848
NE,LOUP,Property Crime,0.0,41.897714,-99.509764
NJ,HUNTERDON,Property Crime,444.0,40.565283,-74.911969
PA,LEBANON,Violent Crime,86.0,40.367344,-76.458009
KY,LIVINGSTON,Violent Crime,4.0,37.209517,-88.363426
KY,WARREN,Violent Crime,247.0,36.992683,-86.44256
NC,POLK,Property Crime,202.5,35.277901,-82.167621
GA,EARLY,Property Crime,177.5,31.324191,-84.906723
LA,TENSAS,Property Crime,34.0,32.001489,-91.342576
MN,CARVER,Property Crime,519.0,44.821381,-93.800575
NM,CIBOLA,Property Crime,60.0,35.15374,-107.853935
NE,ADAMS,Violent Crime,80.0,40.520632,-98.500044
VA,WAYNESBORO CITY,Violent Crime,53.0,38.067157,-78.90142
GA,CRISP,Violent Crime,202.0,31.914753,-83.753338
WI,KENOSHA,Property Crime,1826.0,42.552074,-87.892075
MT,STILLWATER,Violent Crime,27.0,45.658928,-109.382156
OH,ATHENS,Property Crime,859.0,39.329594,-82.099754
IA,MUSCATINE,Property Crime,348.5,41.57098,-91.263435
TX,DUVAL,Property Crime,108.0,27.681123,-98.497393
KY,CUMBERLAND,Property Crime,21.0,36.784227,-85.393499
GA,CLINCH,Violent Crime,11.0,30.917653,-82.702614
ID,CARIBOU,Property Crime,18.0,42.786273,-111.544171
OK,KIOWA,Violent Crime,29.0,34.921489,-98.981617
KY,LESLIE,Property Crime,14.0,37.087846,-83.388617
MS,HOLMES,Violent Crime,0.0,33.125942,-90.091197
TX,MCMULLEN,Violent Crime,0.0,28.384922,-98.578853
MO,GASCONADE,Violent Crime,15.0,38.34807,-91.50036
KY,BUTLER,Property Crime,27.0,37.207013,-86.682471
IA,JOHNSON,Violent Crime,383.5,41.668736,-91.588812
OK,GARVIN,Violent Crime,81.0,34.64268,-97.1701
WI,BAYFIELD,Violent Crime,21.0,46.634199,-91.177282
MI,MECOSTA,Violent Crime,141.0,43.683132,-85.48908
GA,RICHMOND,Violent Crime,1192.0,33.47503,-81.98768
VA,FALLS CHURCH CITY,Violent Crime,18.0,38.88492,-77.1727
NV,MINERAL,Property Crime,33.0,38.516647,-118.416279
WV,ROANE,Property Crime,151.0,38.34613,-81.63015
TX,WILSON,Violent Crime,85.5,29.132193,-98.15976
AR,MARION,Violent Crime,56.0,36.266656,-92.678588
WI,FOREST,Property Crime,15.0,45.666882,-88.773225
OR,CURRY,Violent Crime,27.0,42.466671,-124.211407
NE,NUCKOLLS,Property Crime,36.0,40.176492,-98.046842
SD,MARSHALL,Violent Crime,3.0,45.737053,-97.580884
GA,FANNIN,Property Crime,191.0,34.866226,-84.32594
MN,STEELE,Violent Crime,61.0,44.015261,-93.220453
TX,RED RIVER,Violent Crime,21.0,33.610325,-95.05523
NY,ONTARIO,Violent Crime,189.0,42.889885,-77.27641
IN,RIPLEY,Property Crime,8.0,39.10023,-85.260541
TX,GALVESTON,Property Crime,4939.0,29.228364,-94.895428
MN,STEELE,Property Crime,283.0,44.015261,-93.220453
VA,FLUVANNA,Property Crime,165.0,37.830576,-78.284435
WI,ROCK,Property Crime,2433.0,42.669931,-89.075119
NC,CATAWBA,Violent Crime,319.0,35.663182,-81.214151
GA,WHEELER,Violent Crime,7.0,32.14889,-82.78266
MI,GRAND TRAVERSE,Violent Crime,177.5,44.752533,-85.607414
ND,SARGENT,Property Crime,12.0,46.108206,-97.63003
SC,COLLETON,Property Crime,989.0,32.835018,-80.655244
PA,BLAIR,Property Crime,1437.0,40.36045,-78.43069
TX,BAYLOR,Violent Crime,5.0,33.618921,-99.207848
TX,LLANO,Property Crime,179.0,30.58983,-98.42496
ND,DICKEY,Property Crime,10.0,46.107756,-98.496518
TX,FRIO,Violent Crime,43.0,28.89319,-99.09486
SC,ALLENDALE,Violent Crime,91.0,32.979784,-81.363421
VT,ORANGE,Property Crime,32.0,44.003392,-72.369687
VA,SURRY,Violent Crime,8.0,37.119761,-76.880172
GA,PIERCE,Property Crime,545.5,31.353988,-82.210427
WI,CALUMET,Property Crime,761.5,44.02957,-88.169464
MT,VALLEY,Property Crime,51.0,48.34998,-106.670514
MI,JACKSON,Property Crime,2853.0,42.289722,-84.38438
AL,WASHINGTON,Property Crime,138.0,31.405217,-88.197564
AZ,PIMA,Property Crime,25017.0,32.128238,-111.783018
IA,CASS,Property Crime,160.0,41.403965,-95.013145
IL,FULTON,Violent Crime,1.0,40.465688,-90.206793
NH,MERRIMACK,Violent Crime,162.0,43.299485,-71.68013
WY,TETON,Violent Crime,12.0,44.049325,-110.58812
OH,CRAWFORD,Violent Crime,59.5,40.73383,-82.787384
GA,BAKER,Violent Crime,0.0,31.31958,-84.454881
AL,BALDWIN,Property Crime,2629.0,30.599625,-87.898056
MI,IOSCO,Property Crime,103.0,44.40959,-83.32964
AR,CLARK,Property Crime,318.0,34.053316,-93.176208
OH,GEAUGA,Property Crime,273.0,41.503647,-81.19273
GA,GORDON,Violent Crime,84.0,34.460278,-84.91662
MS,LINCOLN,Violent Crime,63.0,31.535216,-90.453566
AR,CALHOUN,Violent Crime,25.0,33.56046,-92.513879
IN,UNION,Violent Crime,0.0,39.635426,-84.92835
IL,MOULTRIE,Property Crime,32.0,39.64544,-88.73726
IL,MACON,Violent Crime,499.0,39.83924,-88.95295
MO,WASHINGTON,Violent Crime,76.0,37.94264,-90.897043
IL,ROCK ISLAND,Violent Crime,501.0,41.51185,-90.41382
VA,LOUDOUN,Violent Crime,434.0,39.08113,-77.638857
GA,WEBSTER,Property Crime,0.0,32.046554,-84.553218
AZ,NAVAJO,Property Crime,1147.0,35.390934,-110.320908
OK,MARSHALL,Violent Crime,39.0,34.027007,-96.770533
NY,ALBANY,Violent Crime,1315.0,42.588272,-73.974015
OK,LINCOLN,Property Crime,401.5,35.703117,-96.881392
IA,KOSSUTH,Property Crime,16.0,43.06888,-94.238174
MI,CASS,Violent Crime,107.0,41.91624,-85.999458
OK,BLAINE,Violent Crime,47.0,35.845524,-98.41065
SD,UNION,Property Crime,105.5,42.831106,-96.650829
TN,TROUSDALE,Property Crime,101.0,36.39303,-86.156691
IN,PARKE,Violent Crime,0.0,39.77425,-87.19695
OH,MAHONING,Property Crime,3912.0,40.94482,-80.9162
MS,ATTALA,Violent Crime,19.0,33.05956,-89.590065
MT,CARTER,Violent Crime,0.0,45.516825,-104.515324
TX,HANSFORD,Property Crime,7.0,36.272847,-101.35693
MS,WEBSTER,Property Crime,85.0,33.612048,-89.283836
AK,BETHEL,Property Crime,69.0,60.928916,-160.15335
VA,SALEM CITY,Property Crime,476.0,37.285333,-80.055241
IA,LINN,Property Crime,4567.0,42.070568,-91.66712
LA,RED RIVER,Property Crime,103.0,32.101213,-93.34905
ND,DUNN,Violent Crime,7.0,47.354548,-102.612366
CO,MONTEZUMA,Violent Crime,88.0,37.345413,-108.28907
KY,POWELL,Violent Crime,8.0,37.800423,-83.819883
OK,COTTON,Violent Crime,18.0,34.290676,-98.373438
NC,LINCOLN,Property Crime,1213.0,35.487825,-81.225176
IA,JASPER,Property Crime,267.0,41.685686,-93.052971
WI,EAU CLAIRE,Violent Crime,84.0,44.806404,-91.43264
NE,FRONTIER,Violent Crime,1.0,40.530947,-100.406683
ND,DIVIDE,Violent Crime,1.0,48.814709,-103.498076
AR,PULASKI,Property Crime,17537.5,34.832664,-92.209816
AL,RANDOLPH,Violent Crime,97.0,33.296475,-85.464068
MT,CARBON,Property Crime,43.0,45.224475,-109.028551
CA,FRESNO,Property Crime,25062.0,36.761006,-119.655019
IN,TIPPECANOE,Violent Crime,480.0,40.42592,-86.922325
CO,OTERO,Property Crime,493.0,37.986965,-103.54009
