state_abbr,county,offense,total_2023,latitude,longitude
CA,TUOLUMNE,Violent Crime,384.0,37.98655,-120.38485
IA,WAPELLO,Violent Crime,121.0,41.016605,-92.40911
GA,FAYETTE,Violent Crime,80.0,33.478733,-84.594215
MI,MUSKEGON,Violent Crime,679.0,43.01399,-85.683556
FL,CHARLOTTE,Violent Crime,242.0,26.868933,-81.941077
KY,FULTON,Violent Crime,11.0,36.55262,-89.187723
MN,HUBBARD,Property Crime,173.0,47.095551,-94.91329
PA,LACKAWANNA,Property Crime,2003.5,41.44025,-75.609587
MO,BUCHANAN,Violent Crime,566.0,39.76904,-94.85424
OR,DOUGLAS,Violent Crime,254.0,43.210407,-123.34182
TN,CLAY,Property Crime,25.0,36.550278,-85.507256
MN,STEARNS,Violent Crime,213.0,45.555235,-94.610482
WI,KENOSHA,Violent Crime,571.0,42.552074,-87.892075
IA,DICKINSON,Property Crime,101.0,43.42442,-95.10363
WV,WEBSTER,Violent Crime,20.0,38.34613,-81.63015
MO,PHELPS,Violent Crime,120.0,37.951534,-91.77054
MT,MINERAL,Property Crime,24.0,47.155213,-115.06455
CO,WASHINGTON,Property Crime,42.0,40.157043,-103.192566
KY,TRIGG,Property Crime,97.0,36.807681,-87.858652
ID,LATAH,Violent Crime,15.0,46.73173,-117.00105
OH,SUMMIT,Violent Crime,2021.5,41.121851,-81.534936
MO,MARION,Violent Crime,35.0,39.7857,-91.515366
NC,BRUNSWICK,Violent Crime,275.0,34.038754,-78.227765
MO,MERCER,Violent Crime,0.0,40.397152,-93.58605
SD,BROOKINGS,Violent Crime,37.0,44.376675,-96.797797
KS,MITCHELL,Violent Crime,16.0,39.393026,-98.207362
KS,HARVEY,Violent Crime,155.0,38.051147,-97.34464
VA,PITTSYLVANIA,Violent Crime,57.0,36.821721,-79.398502
IL,BOONE,Violent Crime,132.0,42.264786,-88.84539
VA,PETERSBURG CITY,Violent Crime,234.0,37.20473,-77.392368
OK,KINGFISHER,Violent Crime,41.5,35.861988,-97.93294
TN,VAN BUREN,Property Crime,23.0,35.699245,-85.458411
PA,JUNIATA,Violent Crime,31.0,40.530673,-77.400438
MN,OLMSTED,Property Crime,2149.0,44.019302,-92.460846
GA,MCDUFFIE,Violent Crime,44.0,33.482464,-82.473188
IN,BLACKFORD,Property Crime,2.0,40.4564,-85.37011
GA,CLAYTON,Violent Crime,1216.5,33.516556,-84.353935
MI,MIDLAND,Property Crime,324.5,43.648203,-84.379414
VA,CHESAPEAKE CITY,Violent Crime,1074.0,36.71744,-76.24797
VA,ISLE OF WIGHT,Property Crime,307.0,36.685932,-76.99701
TX,MOTLEY,Property Crime,27.0,34.057899,-100.793152
MN,REDWOOD,Property Crime,116.0,44.403536,-95.254241
VA,DINWIDDIE,Violent Crime,113.0,37.073498,-77.635492
MO,BARRY,Property Crime,582.0,36.699378,-93.834326
VT,CALEDONIA,Violent Crime,94.0,44.468791,-72.112168
LA,CONCORDIA,Violent Crime,75.0,31.642176,-91.55464
MO,CRAWFORD,Violent Crime,74.5,38.058746,-91.40197
AR,WASHINGTON,Violent Crime,965.0,36.0264,-94.0277
OK,PITTSBURG,Violent Crime,102.0,34.84446,-95.55433
MO,CRAWFORD,Property Crime,521.0,38.058746,-91.40197
CA,EL DORADO,Violent Crime,522.0,37.798763,-122.24971
FL,ALACHUA,Property Crime,5786.0,29.643612,-82.2908
NC,UNION,Violent Crime,522.0,34.991501,-80.530131
NH,CARROLL,Violent Crime,56.0,43.867567,-71.201665
ID,KOOTENAI,Property Crime,1663.0,47.714752,-116.92871
PA,PIKE,Property Crime,352.0,41.325949,-75.031514
KS,SMITH,Property Crime,2.0,39.776447,-98.78119
TX,HARTLEY,Property Crime,51.0,35.840244,-102.610047
GA,RICHMOND,Property Crime,6901.0,33.47503,-81.98768
WY,LINCOLN,Property Crime,61.0,41.813946,-110.53512
IA,EMMET,Violent Crime,19.0,43.40311,-94.83667
MT,WIBAUX,Violent Crime,0.0,46.962966,-104.274518
MO,DUNKLIN,Violent Crime,108.0,36.153025,-90.062254
GA,CHEROKEE,Property Crime,1712.0,34.23541,-84.490005
LA,BEAUREGARD,Property Crime,275.5,30.645018,-93.340253
VA,ROCKINGHAM,Property Crime,512.0,38.395702,-78.91519
AZ,PIMA,Violent Crime,3623.0,32.128238,-111.783018
MT,JEFFERSON,Property Crime,95.0,46.124381,-112.058861
GA,RANDOLPH,Violent Crime,14.0,31.762651,-84.752311
TX,FAYETTE,Violent Crime,56.0,29.924185,-96.88121
MN,FILLMORE,Property Crime,57.0,43.677255,-92.093644
MT,LINCOLN,Property Crime,101.0,48.542232,-115.404343
CA,CONTRA COSTA,Property Crime,26246.0,37.919037,-121.68469
OR,SHERMAN,Property Crime,24.0,45.399216,-120.678512
CA,NEVADA,Property Crime,911.0,39.295191,-120.773446
ID,KOOTENAI,Violent Crime,373.0,47.714752,-116.92871
VT,ADDISON,Violent Crime,38.0,44.031248,-73.141581
AR,LINCOLN,Violent Crime,45.0,33.957665,-91.727624
KY,BALLARD,Violent Crime,9.0,37.05112,-89.009178
MS,JEFFERSON,Property Crime,6.0,31.733633,-91.043878
WA,KITTITAS,Property Crime,812.0,46.996517,-120.54883
NM,TORRANCE,Property Crime,171.0,34.554466,-105.887952
IL,EDWARDS,Violent Crime,7.5,38.377003,-88.05676
KY,MARTIN,Property Crime,5.0,37.796774,-82.506623
MO,PULASKI,Violent Crime,126.5,37.824835,-92.207022
MN,GOODHUE,Violent Crime,62.0,44.406178,-92.716
GA,DOUGHERTY,Violent Crime,736.0,31.532588,-84.20904
DE,UNMAPPED COUNTY,Violent Crime,0.0,39.156284,-75.486595
CA,TEHAMA,Violent Crime,335.0,40.175694,-122.23484
ME,WASHINGTON,Violent Crime,15.0,44.967009,-67.609354
WA,KING,Property Crime,88340.5,47.631954,-122.212746
MS,MARSHALL,Property Crime,79.0,34.76619,-89.504231
MS,TALLAHATCHIE,Property Crime,106.0,33.955891,-90.172833
NM,SAN JUAN,Violent Crime,854.0,36.71903,-107.97912
IA,CEDAR,Violent Crime,31.5,41.763645,-91.12222
VA,CAMPBELL,Property Crime,625.0,37.210151,-79.095428
KY,CLARK,Violent Crime,62.0,37.970133,-84.144974
SC,CHARLESTON,Property Crime,8081.5,32.800458,-79.94248
LA,MOREHOUSE,Property Crime,641.0,32.775772,-91.91325
IN,PULASKI,Property Crime,49.0,41.05055,-86.603546
KS,SMITH,Violent Crime,0.0,39.776447,-98.78119
WI,FOREST,Violent Crime,4.0,45.666882,-88.773225
NE,SEWARD,Violent Crime,11.0,40.871944,-97.140383
MN,RICE,Violent Crime,107.5,44.350943,-93.298503
ID,TWIN FALLS,Property Crime,1036.0,42.599926,-114.761
HI,HONOLULU,Violent Crime,2182.0,21.304317,-157.85077
NV,MINERAL,Violent Crime,5.0,38.516647,-118.416279
OH,COSHOCTON,Property Crime,358.0,40.27565,-81.75111
NJ,SALEM,Violent Crime,191.0,39.57284,-75.46662
PA,CARBON,Violent Crime,120.0,40.918366,-75.705039
MD,TALBOT,Violent Crime,101.0,38.749427,-76.17913
AR,HEMPSTEAD,Violent Crime,134.0,33.728611,-93.665809
MN,ST LOUIS,Property Crime,3856.0,47.489307,-92.88397
NC,FORSYTH,Violent Crime,2823.0,36.132466,-80.256961
OK,BRYAN,Property Crime,1003.0,33.964004,-96.264137
OH,PERRY,Property Crime,94.0,39.743187,-82.237952
MD,QUEEN ANNE'S,Property Crime,421.0,39.040693,-76.082405
IL,KNOX,Violent Crime,91.0,40.930941,-90.213761
AL,MARION,Property Crime,369.5,34.138219,-87.881551
TX,LAMAR,Property Crime,781.0,33.65059,-95.52379
ND,MCINTOSH,Property Crime,13.0,46.117034,-99.443041
LA,CLAIBORNE,Property Crime,61.0,32.827043,-92.989767
NV,NYE,Violent Crime,146.0,36.21959,-116.04245
PA,CHESTER,Property Crime,3371.0,39.959526,-75.60604
MO,LAFAYETTE,Property Crime,291.0,39.075752,-93.71704
WI,WASHINGTON,Property Crime,1100.0,43.406155,-88.18114
MS,HARRISON,Property Crime,3648.0,30.416536,-89.083376
FL,COLLIER,Property Crime,2737.0,26.158545,-81.75276
PA,BRADFORD,Property Crime,474.0,41.791495,-76.502124
NE,BROWN,Violent Crime,0.0,42.34939,-99.923176
MS,WALTHALL,Violent Crime,16.0,31.116783,-90.141716
TX,POTTER,Property Crime,3278.5,35.21533,-101.70396
MN,GRANT,Violent Crime,1.0,45.930743,-96.010699
IA,UNION,Property Crime,109.0,41.059776,-94.36151
UT,SUMMIT,Violent Crime,86.5,40.87206,-110.968486
NY,WASHINGTON,Property Crime,349.0,42.716103,-73.75535
PA,LUZERNE,Property Crime,3462.0,41.06771,-76.21288
TN,HAMBLEN,Violent Crime,263.0,36.218397,-83.266071
UT,SAN JUAN,Property Crime,43.0,37.618275,-109.47498
LA,CAMERON,Violent Crime,25.0,29.871888,-93.165539
SC,OCONEE,Property Crime,1503.0,34.748758,-83.061522
MN,MAHNOMEN,Property Crime,34.0,47.325842,-95.810703
AL,PIKE,Property Crime,806.0,31.798651,-85.941604
NJ,CUMBERLAND,Violent Crime,659.0,39.328387,-75.121644
IL,CARROLL,Property Crime,51.0,42.102947,-89.83307
WI,MENOMINEE,Violent Crime,0.0,44.991304,-88.669251
OH,HOCKING,Property Crime,402.0,39.539005,-82.40839
OR,WALLOWA,Violent Crime,0.0,45.593753,-117.18558
MI,LAKE,Violent Crime,6.0,43.995187,-85.8114
MN,SWIFT,Violent Crime,10.0,45.314045,-95.60234
TX,SHACKELFORD,Property Crime,3.0,32.74382,-99.347005
WA,JEFFERSON,Violent Crime,49.0,47.802641,-123.52181
IA,IDA,Property Crime,32.0,42.342564,-95.46847
MO,STE GENEVIEVE,Property Crime,134.0,37.968,-90.05517
NV,HUMBOLDT,Violent Crime,72.0,40.971798,-117.73327
AL,HALE,Violent Crime,0.0,32.7041,-87.59217
AL,FAYETTE,Violent Crime,24.0,33.685856,-87.83186
CO,MONTEZUMA,Property Crime,476.0,37.345413,-108.28907
WA,MASON,Violent Crime,170.0,47.354126,-123.17385
MI,MONTMORENCY,Property Crime,21.0,45.007317,-84.17164
KY,PIKE,Property Crime,155.0,37.482067,-82.402869
TX,HEMPHILL,Property Crime,15.0,35.816237,-100.284807
ME,ANDROSCOGGIN,Property Crime,1519.0,44.108704,-70.37864
TX,HARDEMAN,Violent Crime,0.0,34.289904,-99.745697
MN,PENNINGTON,Violent Crime,19.0,48.069247,-96.037725
OH,HARDIN,Property Crime,210.0,40.636177,-83.60359
WY,CROOK,Violent Crime,7.0,44.589266,-104.567298
TN,LOUDON,Property Crime,478.0,35.73745,-84.316204
MT,TETON,Violent Crime,10.0,47.819035,-112.281725
OH,AUGLAIZE,Property Crime,105.0,40.49437,-84.31665
IL,EFFINGHAM,Violent Crime,51.0,39.120426,-88.54066
TX,RAINS,Property Crime,26.0,32.87058,-95.79544
NE,THOMAS,Property Crime,0.0,41.84862,-100.506911
WV,BROOKE,Property Crime,45.0,40.272645,-80.578691
TN,MARSHALL,Property Crime,347.0,35.468387,-86.765886
TN,GREENE,Violent Crime,229.0,36.163723,-82.82877
NM,UNMAPPED COUNTY,Violent Crime,238.0,35.513731,-105.966439
OK,BECKHAM,Violent Crime,38.0,35.273945,-99.671638
NE,MCPHERSON,Violent Crime,0.0,41.596473,-101.060237
GA,QUITMAN,Property Crime,0.0,31.861487,-85.009317
MD,WASHINGTON,Property Crime,1947.0,39.603621,-77.814671
OH,NOBLE,Violent Crime,7.0,39.74354,-81.5131
OK,TEXAS,Property Crime,231.0,36.741631,-101.488488
KY,ELLIOTT,Property Crime,7.0,38.115438,-83.097209
NC,CUMBERLAND,Property Crime,7854.0,35.050192,-78.828719
OK,PAYNE,Property Crime,1464.5,36.079225,-96.975255
SD,MELLETTE,Violent Crime,0.0,43.58493,-100.760598
MI,LEELANAU,Property Crime,144.5,45.146182,-86.051574
IA,TAMA,Property Crime,48.0,41.99561,-92.58011
NY,HAMILTON,Property Crime,25.0,43.657879,-74.502456
MO,BENTON,Property Crime,190.0,38.301036,-93.287942
TX,BOSQUE,Violent Crime,25.5,31.900764,-97.637632
TX,WALKER,Violent Crime,303.0,30.742157,-95.53279
KS,MIAMI,Property Crime,401.0,38.57153,-94.878044
CO,OURAY,Violent Crime,1.0,38.1506,-107.767133
IN,SCOTT,Violent Crime,4.0,38.688457,-85.79422
NJ,MORRIS,Property Crime,3365.0,40.858581,-74.547427
TN,CLAIBORNE,Property Crime,231.0,36.501542,-83.660722
IN,MADISON,Property Crime,1856.5,40.10869,-85.67042
MT,CUSTER,Property Crime,107.0,46.407646,-105.84556
GA,THOMAS,Violent Crime,187.0,30.864606,-83.91982
IN,CARROLL,Violent Crime,0.0,40.586514,-86.6728
SD,EDMUNDS,Violent Crime,1.0,45.41168,-99.205362
AZ,GREENLEE,Violent Crime,0.0,33.238872,-109.242323
SD,WALWORTH,Property Crime,0.0,45.427605,-100.027856
VA,COVINGTON CITY,Violent Crime,9.0,37.79127,-79.99537
MO,OSAGE,Property Crime,82.0,38.464253,-91.859504
GA,CLARKE,Property Crime,3666.0,33.996015,-85.188338
TX,HOCKLEY,Property Crime,228.0,33.578476,-102.3678
TN,BEDFORD,Violent Crime,220.0,35.51366,-86.458294
ND,TRAILL,Property Crime,24.0,47.446215,-97.164754
KY,ANDERSON,Property Crime,136.0,38.035694,-84.89583
WI,PRICE,Property Crime,86.0,45.679072,-90.35965
CA,TEHAMA,Property Crime,1569.0,40.175694,-122.23484
LA,RAPIDES,Violent Crime,1201.0,31.324041,-92.43274
SC,MARLBORO,Violent Crime,236.0,34.601805,-79.677942
ND,DUNN,Property Crime,33.0,47.354548,-102.612366
TX,LIMESTONE,Violent Crime,102.0,31.51512,-96.51308
IL,CHRISTIAN,Property Crime,130.0,39.519127,-89.05005
VA,COLONIAL HEIGHTS CITY,Property Crime,607.0,37.258804,-77.40494
KS,WOODSON,Property Crime,21.0,37.881382,-95.73223
OK,OKMULGEE,Property Crime,505.5,35.622444,-95.974174
ID,TETON,Property Crime,34.0,43.760994,-111.211765
WI,IOWA,Violent Crime,26.5,43.001021,-90.133691
CO,LAKE,Property Crime,72.0,39.25045,-106.29249
TX,JEFFERSON,Violent Crime,1980.0,29.854,-94.149331
MO,PULASKI,Property Crime,448.5,37.824835,-92.207022
CA,SACRAMENTO,Property Crime,35260.0,38.450011,-121.340441
VA,PORTSMOUTH CITY,Property Crime,4543.0,36.85943,-76.356269
VA,NORTON CITY,Property Crime,363.0,36.931549,-82.625996
UT,CARBON,Property Crime,266.0,39.673264,-110.588435
MN,YELLOW MEDICINE,Violent Crime,8.0,44.809624,-95.5441
NC,MECKLENBURG,Property Crime,41368.0,35.246862,-80.833832
WY,NATRONA,Property Crime,1654.0,42.849266,-106.32659
NM,SAN MIGUEL,Violent Crime,139.0,35.591564,-105.22732
CA,MONTEREY,Property Crime,5304.0,36.603165,-121.89437
MN,RENVILLE,Violent Crime,25.0,44.77644,-94.9826
ND,MCINTOSH,Violent Crime,1.0,46.117034,-99.443041
MI,BARRY,Property Crime,482.0,42.582811,-85.31455
KY,CLAY,Violent Crime,6.0,37.164466,-83.710762
NE,DAKOTA,Property Crime,375.0,42.390456,-96.562549
ND,STARK,Violent Crime,71.0,46.89417,-102.78564
MT,TETON,Property Crime,25.0,47.819035,-112.281725
OH,LICKING,Property Crime,3195.5,40.093609,-82.481251
WV,UPSHUR,Property Crime,160.0,38.952805,-80.24769
CO,LARIMER,Property Crime,8011.5,40.402042,-105.08795
AL,CALHOUN,Property Crime,2139.0,33.813366,-85.76122
WI,DUNN,Property Crime,335.0,44.947741,-91.89772
GA,TATTNALL,Property Crime,159.0,32.043768,-82.059208
NE,CHERRY,Property Crime,37.0,42.566619,-101.070416
WA,GRANT,Property Crime,2542.0,47.213633,-119.467788
MD,ALLEGANY,Property Crime,1092.0,39.666405,-78.76458
NC,MONTGOMERY,Property Crime,360.0,35.338071,-79.904196
MT,MINERAL,Violent Crime,15.0,47.155213,-115.06455
MD,CALVERT,Property Crime,470.0,38.539024,-76.58306
KS,PRATT,Property Crime,159.0,37.647594,-98.74012
TN,TIPTON,Violent Crime,294.0,35.41264,-89.53431
ME,AROOSTOOK,Property Crime,556.0,46.727057,-68.64941
VA,POWHATAN,Violent Crime,35.0,37.510227,-77.7662
TX,BURNET,Property Crime,399.0,30.590641,-98.38533
IA,SHELBY,Property Crime,28.0,41.657696,-95.31791
GA,TATTNALL,Violent Crime,27.0,32.043768,-82.059208
WV,WAYNE,Violent Crime,210.0,38.145531,-82.419698
MT,ROSEBUD,Property Crime,11.0,46.161718,-106.701989
NH,STRAFFORD,Violent Crime,108.0,43.391438,-71.06516
IA,SAC,Violent Crime,18.0,42.422047,-94.98867
NC,GASTON,Property Crime,5525.5,35.28488,-81.28466
PA,BEAVER,Property Crime,1458.0,40.781433,-80.39576
CO,HINSDALE,Property Crime,6.0,37.811667,-107.383335
AR,WHITE,Violent Crime,414.0,35.254722,-91.753158
MI,BARRY,Violent Crime,104.0,42.582811,-85.31455
MI,KALKASKA,Violent Crime,61.0,44.678881,-85.088992
CA,STANISLAUS,Violent Crime,2597.0,37.587627,-120.99018
WV,TUCKER,Violent Crime,5.0,39.09689,-79.68106
MI,DELTA,Property Crime,355.0,45.746346,-87.0506
WV,MINERAL,Property Crime,219.0,38.34613,-81.63015
GA,APPLING,Violent Crime,21.0,31.782509,-82.35828
NJ,CUMBERLAND,Property Crime,3783.0,39.328387,-75.121644
GA,WILCOX,Property Crime,31.0,31.962717,-83.438262
TN,DAVIDSON,Violent Crime,8426.0,36.163383,-86.78189
VT,WASHINGTON,Property Crime,915.0,44.323574,-72.75518
MO,MONROE,Property Crime,49.0,39.48253,-92.00016
GA,MCINTOSH,Violent Crime,30.0,31.482978,-81.370199
WI,PIERCE,Violent Crime,28.0,44.725336,-92.426279
TN,JEFFERSON,Property Crime,1056.5,36.048479,-83.440966
VA,BUCHANAN,Violent Crime,31.0,37.26812,-82.038151
OH,ALLEN,Violent Crime,367.5,40.687794,-84.0593
WA,LINCOLN,Violent Crime,19.0,47.582718,-118.417667
WI,MENOMINEE,Property Crime,27.0,44.991304,-88.669251
TX,FANNIN,Property Crime,149.5,33.591161,-96.104988
MN,ROSEAU,Violent Crime,19.0,48.84714,-95.7626
MD,PRINCE GEORGE'S,Property Crime,26032.0,38.971817,-76.93812
KS,COFFEY,Violent Crime,14.0,38.189747,-95.73726
PA,DAUPHIN,Property Crime,3727.0,40.195194,-76.73214
CT,CAPITOL PLANNING REGION,Violent Crime,1578.0,41.99931,-72.59431
MS,LEAKE,Violent Crime,50.0,32.740513,-89.54696
VA,EMPORIA CITY,Property Crime,173.0,36.69264,-77.538704
SC,MARLBORO,Property Crime,803.0,34.601805,-79.677942
VA,GLOUCESTER,Violent Crime,51.0,37.403541,-76.523505
ND,CAVALIER,Violent Crime,2.0,48.76123,-98.36825
AK,FAIRBANKS NORTH STAR,Violent Crime,201.0,64.75503,-147.35081
TX,EL PASO,Property Crime,12823.0,31.766403,-106.24139
PA,INDIANA,Property Crime,586.0,40.43105,-79.26049
TN,OBION,Violent Crime,113.0,36.358171,-89.149879
MO,MARIES,Violent Crime,9.0,38.162615,-91.923601
NE,PHELPS,Violent Crime,3.0,40.516365,-99.406557
MO,LACLEDE,Violent Crime,69.5,37.65969,-92.594832
KY,SIMPSON,Property Crime,259.0,36.740947,-86.581747
WI,KEWAUNEE,Property Crime,61.0,44.500949,-87.161813
IL,MADISON,Property Crime,3344.0,38.91074,-90.04062
FL,MANATEE,Property Crime,1499.5,27.481386,-82.365783
MN,WASECA,Property Crime,182.0,44.01846,-93.589844
KS,ANDERSON,Violent Crime,7.0,38.27986,-95.241455
WV,OHIO,Violent Crime,202.5,40.064915,-80.720924
LA,WEST CARROLL,Violent Crime,11.0,32.79248,-91.451998
TX,UVALDE,Property Crime,423.0,29.211359,-99.78582
AL,SUMTER,Property Crime,69.0,32.597481,-88.200057
IL,CLINTON,Property Crime,242.0,38.606423,-89.423136
VA,CHARLOTTESVILLE CITY,Violent Crime,145.0,38.037658,-78.485381
ID,CLEARWATER,Property Crime,24.0,46.67257,-115.6535
ID,VALLEY,Property Crime,118.0,44.771531,-115.637875
VA,LANCASTER,Property Crime,77.5,37.703831,-76.413199
WV,HANCOCK,Violent Crime,17.5,40.516958,-80.570164
IA,MARSHALL,Property Crime,547.0,42.041691,-92.981452
NM,QUAY,Property Crime,43.0,35.107018,-103.548071
CA,ALAMEDA,Violent Crime,20980.0,37.798763,-122.24971
AR,PHILLIPS,Property Crime,346.0,34.425842,-90.848386
CA,SAN BENITO,Property Crime,518.0,37.798763,-122.24971
TX,FAYETTE,Property Crime,242.0,29.924185,-96.88121
TX,HAYS,Property Crime,19215.0,30.061225,-98.029267
TX,COMAL,Violent Crime,273.0,29.806091,-98.260554
OK,HUGHES,Property Crime,280.0,35.052934,-96.251183
PA,BRADFORD,Violent Crime,77.0,41.791495,-76.502124
TX,MORRIS,Violent Crime,36.5,33.03271,-94.722046
IN,DELAWARE,Violent Crime,346.0,40.19484,-85.40772
OK,GARFIELD,Violent Crime,239.0,36.378273,-97.787729
MO,MORGAN,Violent Crime,94.0,38.431595,-92.84077
TX,HILL,Property Crime,463.0,31.948738,-97.321304
IN,WARREN,Violent Crime,0.0,40.2884,-87.29324
WV,MORGAN,Violent Crime,26.0,39.627377,-78.22861
IL,VERMILION,Violent Crime,606.0,40.379253,-87.66816
TX,HAMILTON,Violent Crime,17.0,31.706982,-98.111794
IN,CRAWFORD,Violent Crime,0.0,38.289433,-86.440871
GA,TERRELL,Property Crime,30.0,31.777191,-84.439446
TN,CLAY,Violent Crime,18.0,36.550278,-85.507256
SD,CORSON,Property Crime,17.0,45.69834,-101.176017
NE,DIXON,Property Crime,9.0,42.48528,-96.855862
TX,HARDEMAN,Property Crime,14.0,34.289904,-99.745697
IL,LEE,Violent Crime,16.0,41.713726,-89.33026
FL,PUTNAM,Property Crime,788.0,29.606006,-81.740894
AZ,MARICOPA,Property Crime,92444.5,33.346541,-112.495534
SC,FAIRFIELD,Property Crime,340.0,33.99802,-81.033936
UT,UTAH,Violent Crime,852.0,40.394375,-111.84098
KS,JOHNSON,Violent Crime,1337.5,38.883907,-94.82233
NY,CAYUGA,Property Crime,834.0,43.047684,-76.56141
KS,WYANDOTTE,Violent Crime,275.5,39.064007,-94.81771
WV,RANDOLPH,Violent Crime,155.0,38.34613,-81.63015
KY,HICKMAN,Property Crime,20.0,36.675916,-88.97202
WI,MILWAUKEE,Violent Crime,9172.5,43.017652,-87.481549
TX,CALHOUN,Property Crime,181.0,28.616196,-96.626144
MI,LIVINGSTON,Violent Crime,205.0,42.659294,-84.0731
TX,CAMP,Property Crime,100.0,32.995117,-94.966225
OH,CUYAHOGA,Violent Crime,7481.0,41.552513,-81.46991
IL,PIATT,Property Crime,52.5,40.026676,-88.56971
GA,CHATTAHOOCHEE,Violent Crime,0.0,32.347445,-84.788021
NE,DUNDY,Property Crime,5.0,40.180165,-101.681133
MO,MONROE,Violent Crime,22.5,39.48253,-92.00016
MI,CLINTON,Violent Crime,942.5,42.950455,-84.591695
TX,SHERMAN,Violent Crime,2.0,36.277628,-101.894716
NC,WATAUGA,Property Crime,507.0,36.235371,-81.709919
GA,HABERSHAM,Violent Crime,27.5,34.635108,-83.526406
IA,CLAYTON,Property Crime,42.0,42.891697,-91.356926
AK,PETERSBURG,Violent Crime,4.0,55.415683,-132.875734
OH,WASHINGTON,Violent Crime,64.0,39.450684,-81.490653
SD,DAVISON,Violent Crime,66.0,43.709465,-98.02698
GA,LONG,Violent Crime,20.0,31.749563,-81.74287
CA,YOLO,Property Crime,5063.0,38.679595,-121.902444
OH,UNION,Property Crime,799.5,40.295901,-83.367042
TX,STONEWALL,Property Crime,0.0,33.17958,-100.253807
FL,NASSAU,Violent Crime,146.0,30.423128,-84.28066
MA,HAMPSHIRE,Property Crime,1394.0,42.339459,-72.663694
NY,YATES,Property Crime,85.0,42.957077,-77.34294
OH,WYANDOT,Violent Crime,21.0,40.827488,-83.28093
KY,MONTGOMERY,Property Crime,274.0,38.053787,-83.95684
PA,MCKEAN,Property Crime,415.0,41.948418,-78.66883
MD,PRINCE GEORGE'S,Violent Crime,4505.0,38.971817,-76.93812
KY,BULLITT,Property Crime,777.0,37.969572,-85.703036
OK,HASKELL,Violent Crime,33.0,35.232294,-95.109578
MD,CECIL,Property Crime,1820.0,39.600956,-75.94476
OK,PAWNEE,Property Crime,204.0,36.339134,-96.80264
TX,BOWIE,Violent Crime,274.0,33.405632,-94.04313
TN,HICKMAN,Violent Crime,100.0,35.802291,-87.467101
IL,JOHNSON,Property Crime,27.0,37.460709,-88.882131
MT,PHILLIPS,Property Crime,32.0,48.250155,-107.928833
VA,POQUOSON CITY,Property Crime,92.0,37.132324,-76.38017
WI,WASHINGTON,Violent Crime,205.0,43.406155,-88.18114
IA,BUCHANAN,Property Crime,86.0,42.469856,-91.88937
CA,MENDOCINO,Violent Crime,188.0,39.432667,-123.80412
NC,SWAIN,Violent Crime,32.0,35.568849,-83.465614
TN,MEIGS,Violent Crime,37.0,35.503397,-84.823888
KS,GEARY,Property Crime,741.0,39.002155,-96.768038
ID,CLARK,Property Crime,3.0,44.286251,-112.36112
WA,FRANKLIN,Violent Crime,307.0,46.236767,-119.09688
WI,MANITOWOC,Property Crime,575.0,44.089737,-87.65937
IL,SCOTT,Property Crime,7.0,39.627537,-90.45562
OK,ALFALFA,Property Crime,50.0,36.75562,-98.35702
KS,ALLEN,Violent Crime,52.0,37.884228,-95.300945
MA,HAMPDEN,Violent Crime,2632.0,42.136198,-72.635648
OR,MALHEUR,Property Crime,706.0,44.023506,-116.969215
KY,OWEN,Property Crime,32.0,38.499588,-84.841492
VT,ESSEX,Violent Crime,4.0,44.565365,-71.56149
IA,HAMILTON,Violent Crime,26.0,42.390768,-93.709198
IL,MORGAN,Property Crime,398.0,39.716803,-90.202309
WI,POLK,Violent Crime,46.0,45.46803,-92.453154
FL,ORANGE,Property Crime,2726.0,29.179031,-82.149666
UT,WASHINGTON,Violent Crime,339.0,37.112602,-113.57904
WV,RALEIGH,Property Crime,1943.0,37.756214,-81.215546
OH,SENECA,Violent Crime,43.0,41.120008,-83.127436
OH,SCIOTO,Violent Crime,224.0,38.74373,-82.99219
GA,ATKINSON,Violent Crime,9.0,31.296677,-82.878067
IA,JONES,Violent Crime,27.0,42.106422,-91.28553
HI,HAWAII,Property Crime,4484.0,19.716698,-155.08688
AZ,GILA,Violent Crime,146.0,33.789618,-110.81187
OK,MAYES,Violent Crime,126.0,36.303804,-95.235638
SD,MEADE,Property Crime,429.5,44.60521,-102.714139
IL,COOK,Property Crime,126228.5,41.702854,-87.57352
VA,STAFFORD,Violent Crime,330.0,38.266205,-77.49507
MO,GREENE,Violent Crime,1192.5,37.218906,-93.29229
OR,HARNEY,Property Crime,1.0,43.58381,-119.05449
IL,FAYETTE,Property Crime,184.0,39.02734,-88.848755
TX,FISHER,Violent Crime,7.0,32.740473,-100.40312
KS,GREELEY,Property Crime,5.0,38.480404,-101.80597
NE,POLK,Property Crime,18.0,41.187925,-97.570663
VA,CLARKE,Violent Crime,4.0,39.115864,-77.991226
MN,LAKE OF THE WOODS,Property Crime,0.0,48.709667,-94.585075
TX,HOUSTON,Property Crime,240.0,31.31833,-95.46038
TX,MAVERICK,Property Crime,1087.0,28.745217,-100.311368
AZ,PINAL,Violent Crime,1159.0,33.289993,-111.10822
WV,WETZEL,Property Crime,33.0,39.63997,-80.86585
CT,WESTERN CONNECTICUT PLANNING REGION,Property Crime,6194.0,41.28048,-73.49382
NE,KEYA PAHA,Property Crime,0.0,42.87548,-99.718351
