name,total_population,poverty_universe,poverty_below,poverty_rate,county,state_name,state_abbr
"Cowley County, Kansas",34487,32150,4455,0.1385692068429238,COWLEY,Kansas,KS
"Crawford County, Kansas",38963,37152,7727,0.2079834194659776,CRAWFORD,Kansas,KS
"Decatur County, Kansas",2746,2662,345,0.12960180315552217,DECATUR,Kansas,KS
"Dickinson County, Kansas",18423,18043,1592,0.08823366402482957,DICKINSON,Kansas,KS
"Doniphan County, Kansas",7492,6755,662,0.09800148038490007,DONIPHAN,Kansas,KS
"Douglas County, Kansas",119547,111114,16894,0.15204204690678041,DOUGLAS,Kansas,KS
"Edwards County, Kansas",2817,2758,453,0.16424945612762873,EDWARDS,Kansas,KS
"Elk County, Kansas",2464,2452,410,0.16721044045676997,ELK,Kansas,KS
"Ellis County, Kansas",28870,27478,4873,0.17734187349879904,ELLIS,Kansas,KS
"Ellsworth County, Kansas",6366,5360,453,0.08451492537313433,ELLSWORTH,Kansas,KS
"Finney County, Kansas",38001,37216,4351,0.11691208082545142,FINNEY,Kansas,KS
"Ford County, Kansas",34133,33177,4769,0.14374416011092023,FORD,Kansas,KS
"Franklin County, Kansas",25994,25339,2444,0.09645210939658234,FRANKLIN,Kansas,KS
"Geary County, Kansas",35895,34821,6709,0.19267108928520146,GEARY,Kansas,KS
"Gove County, Kansas",2796,2743,112,0.04083120670798396,GOVE,Kansas,KS
"Graham County, Kansas",2406,2371,267,0.11261071277941796,GRAHAM,Kansas,KS
"Grant County, Kansas",7284,7194,390,0.05421184320266889,GRANT,Kansas,KS
"Gray County, Kansas",5696,5514,383,0.06945955749002539,GRAY,Kansas,KS
"Greeley County, Kansas",1296,1270,127,0.1,GREELEY,Kansas,KS
"Greenwood County, Kansas",5956,5872,873,0.1486716621253406,GREENWOOD,Kansas,KS
"Hamilton County, Kansas",2485,2475,92,0.037171717171717175,HAMILTON,Kansas,KS
"Harper County, Kansas",5446,5315,812,0.15277516462841015,HARPER,Kansas,KS
"Harvey County, Kansas",33823,32564,2592,0.07959710109323179,HARVEY,Kansas,KS
"Haskell County, Kansas",3695,3598,387,0.1075597554196776,HASKELL,Kansas,KS
"Hodgeman County, Kansas",1676,1638,99,0.06043956043956044,HODGEMAN,Kansas,KS
"Jackson County, Kansas",13277,13092,1190,0.09089520317751298,JACKSON,Kansas,KS
"Jefferson County, Kansas",18391,18160,1147,0.06316079295154185,JEFFERSON,Kansas,KS
"Jewell County, Kansas",2909,2879,369,0.12816950329975685,JEWELL,Kansas,KS
"Johnson County, Kansas",614764,608815,32476,0.05334296953918678,JOHNSON,Kansas,KS
"Kearny County, Kansas",3910,3826,232,0.060637741766858336,KEARNY,Kansas,KS
"Kingman County, Kansas",7284,7146,670,0.09375874615169326,KINGMAN,Kansas,KS
"Kiowa County, Kansas",2422,2209,125,0.05658669081032141,KIOWA,Kansas,KS
"Labette County, Kansas",19949,19391,3117,0.16074467536485998,LABETTE,Kansas,KS
"Lane County, Kansas",1497,1490,121,0.08120805369127516,LANE,Kansas,KS
"Leavenworth County, Kansas",82493,77206,6671,0.08640520166826413,LEAVENWORTH,Kansas,KS
"Lincoln County, Kansas",2924,2873,341,0.11869126348764358,LINCOLN,Kansas,KS
"Linn County, Kansas",9723,9587,1024,0.10681130697819964,LINN,Kansas,KS
"Logan County, Kansas",2720,2691,355,0.1319212188777406,LOGAN,Kansas,KS
"Lyon County, Kansas",32145,31087,4712,0.15157461318235918,LYON,Kansas,KS
"McPherson County, Kansas",30130,28381,2579,0.09087065290158909,MCPHERSON,Kansas,KS
"Marion County, Kansas",11795,11006,1104,0.10030892240596039,MARION,Kansas,KS
"Marshall County, Kansas",10001,9756,913,0.09358343583435834,MARSHALL,Kansas,KS
"Meade County, Kansas",3949,3852,255,0.06619937694704049,MEADE,Kansas,KS
"Miami County, Kansas",34625,34006,2267,0.06666470622831265,MIAMI,Kansas,KS
"Mitchell County, Kansas",5767,5628,702,0.12473347547974413,MITCHELL,Kansas,KS
"Montgomery County, Kansas",31143,30162,4911,0.16282076785359062,MONTGOMERY,Kansas,KS
"Morris County, Kansas",5388,5301,677,0.1277117524995284,MORRIS,Kansas,KS
"Morton County, Kansas",2647,2578,381,0.147788983708301,MORTON,Kansas,KS
"Nemaha County, Kansas",10213,9896,764,0.07720291026677445,NEMAHA,Kansas,KS
"Neosho County, Kansas",15715,15190,2340,0.15404871626069783,NEOSHO,Kansas,KS
"Ness County, Kansas",2659,2595,296,0.11406551059730251,NESS,Kansas,KS
"Norton County, Kansas",5392,4397,375,0.08528542187855356,NORTON,Kansas,KS
"Osage County, Kansas",15780,15538,1709,0.10998841549749003,OSAGE,Kansas,KS
"Osborne County, Kansas",3473,3364,419,0.12455410225921522,OSBORNE,Kansas,KS
"Ottawa County, Kansas",5782,5654,685,0.1211531659002476,OTTAWA,Kansas,KS
"Pawnee County, Kansas",6220,5417,608,0.11223924681558058,PAWNEE,Kansas,KS
"Phillips County, Kansas",4874,4775,661,0.13842931937172775,PHILLIPS,Kansas,KS
"Pottawatomie County, Kansas",25808,25453,1810,0.07111146033866342,POTTAWATOMIE,Kansas,KS
"Pratt County, Kansas",9120,8514,813,0.09548978153629316,PRATT,Kansas,KS
"Rawlins County, Kansas",2533,2497,252,0.10092110532639167,RAWLINS,Kansas,KS
"Reno County, Kansas",61693,58310,7252,0.12436974789915967,RENO,Kansas,KS
"Republic County, Kansas",4662,4557,665,0.14592933947772657,REPUBLIC,Kansas,KS
"Rice County, Kansas",9389,8747,644,0.07362524294043672,RICE,Kansas,KS
"Riley County, Kansas",71710,61260,13499,0.2203558602677114,RILEY,Kansas,KS
"Rooks County, Kansas",4869,4645,247,0.05317545748116254,ROOKS,Kansas,KS
"Rush County, Kansas",2957,2881,329,0.11419645956265186,RUSH,Kansas,KS
"Russell County, Kansas",6717,6541,1004,0.15349334964072772,RUSSELL,Kansas,KS
"Saline County, Kansas",53801,52312,6457,0.12343248203089158,SALINE,Kansas,KS
"Scott County, Kansas",5071,4933,436,0.08838435029393878,SCOTT,Kansas,KS
"Sedgwick County, Kansas",524810,516113,72477,0.14042854956182077,SEDGWICK,Kansas,KS
"Seward County, Kansas",21640,21283,2762,0.12977493774373913,SEWARD,Kansas,KS
"Shawnee County, Kansas",178315,173782,21495,0.12368945000057543,SHAWNEE,Kansas,KS
"Sheridan County, Kansas",2442,2414,252,0.1043910521955261,SHERIDAN,Kansas,KS
"Sherman County, Kansas",5919,5554,557,0.10028808066258553,SHERMAN,Kansas,KS
"Smith County, Kansas",3579,3509,275,0.07836990595611286,SMITH,Kansas,KS
"Stafford County, Kansas",4004,3903,422,0.10812195746861389,STAFFORD,Kansas,KS
"Stanton County, Kansas",2018,1988,256,0.12877263581488935,STANTON,Kansas,KS
"Stevens County, Kansas",5212,5104,780,0.15282131661442006,STEVENS,Kansas,KS
"Sumner County, Kansas",22386,21860,2351,0.107548032936871,SUMNER,Kansas,KS
"Thomas County, Kansas",7913,7488,516,0.06891025641025642,THOMAS,Kansas,KS
"Trego County, Kansas",2778,2704,149,0.055103550295857985,TREGO,Kansas,KS
"Wabaunsee County, Kansas",6961,6804,480,0.07054673721340388,WABAUNSEE,Kansas,KS
"Wallace County, Kansas",1459,1435,184,0.12822299651567945,WALLACE,Kansas,KS
"Washington County, Kansas",5519,5420,440,0.08118081180811808,WASHINGTON,Kansas,KS
"Wichita County, Kansas",2115,2096,342,0.16316793893129772,WICHITA,Kansas,KS
"Wilson County, Kansas",8559,8429,1331,0.15790722505635307,WILSON,Kansas,KS
"Woodson County, Kansas",3118,3079,379,0.12309191295875284,WOODSON,Kansas,KS
"Wyandotte County, Kansas",167277,165387,28943,0.1750016627667229,WYANDOTTE,Kansas,KS
"Adair County, Kentucky",19016,17779,3208,0.18043759491534958,ADAIR,Kentucky,KY
"Allen County, Kentucky",21029,20743,3120,0.1504121872438895,ALLEN,Kentucky,KY
"Anderson County, Kentucky",24098,23910,2981,0.1246758678377248,ANDERSON,Kentucky,KY
"Ballard County, Kentucky",7678,7529,1037,0.1377340948333112,BALLARD,Kentucky,KY
"Barren County, Kentucky",44670,43745,9207,0.21046976797348269,BARREN,Kentucky,KY
"Bath County, Kentucky",12812,12678,2974,0.23457958668559709,BATH,Kentucky,KY
"Bell County, Kentucky",23878,23125,6268,0.27104864864864864,BELL,Kentucky,KY
"Boone County, Kentucky",137676,136365,8997,0.06597734022659774,BOONE,Kentucky,KY
"Bourbon County, Kentucky",20174,19930,2724,0.1366783743100853,BOURBON,Kentucky,KY
"Boyd County, Kentucky",48043,46017,8154,0.17719538431449247,BOYD,Kentucky,KY
"Boyle County, Kentucky",30708,27779,3946,0.14204974981100832,BOYLE,Kentucky,KY
"Bracken County, Kentucky",8427,8330,1675,0.20108043217286914,BRACKEN,Kentucky,KY
"Breathitt County, Kentucky",13438,13230,3726,0.2816326530612245,BREATHITT,Kentucky,KY
"Breckinridge County, Kentucky",20722,20315,4331,0.21319222249569283,BRECKINRIDGE,Kentucky,KY
"Bullitt County, Kentucky",83209,82721,7882,0.09528414791890814,BULLITT,Kentucky,KY
"Butler County, Kentucky",12373,12003,2230,0.1857868866116804,BUTLER,Kentucky,KY
"Caldwell County, Kentucky",12631,12483,1731,0.13866858928142273,CALDWELL,Kentucky,KY
"Calloway County, Kentucky",37882,34876,6012,0.17238215391673356,CALLOWAY,Kentucky,KY
"Campbell County, Kentucky",93193,90476,9728,0.10752022635837129,CAMPBELL,Kentucky,KY
"Carlisle County, Kentucky",4763,4697,783,0.1667021503087077,CARLISLE,Kentucky,KY
"Carroll County, Kentucky",10878,10589,2001,0.18896968552271226,CARROLL,Kentucky,KY
"Carter County, Kentucky",26515,25851,5058,0.19565974236973424,CARTER,Kentucky,KY
"Casey County, Kentucky",15951,15511,3791,0.24440719489394624,CASEY,Kentucky,KY
"Christian County, Kentucky",72599,67254,11580,0.1721830671781604,CHRISTIAN,Kentucky,KY
"Clark County, Kentucky",37004,36281,4696,0.12943413908106172,CLARK,Kentucky,KY
"Clay County, Kentucky",20105,18533,5887,0.3176495980143528,CLAY,Kentucky,KY
"Clinton County, Kentucky",9240,9090,1674,0.18415841584158416,CLINTON,Kentucky,KY
"Crittenden County, Kentucky",8972,8718,1578,0.1810048176187199,CRITTENDEN,Kentucky,KY
"Cumberland County, Kentucky",5948,5862,1987,0.3389628113271921,CUMBERLAND,Kentucky,KY
"Daviess County, Kentucky",103195,100445,15314,0.15246154611976703,DAVIESS,Kentucky,KY
"Edmonson County, Kentucky",12243,12065,2030,0.1682552838789888,EDMONSON,Kentucky,KY
"Elliott County, Kentucky",7336,6108,1659,0.27161100196463656,ELLIOTT,Kentucky,KY
"Estill County, Kentucky",14079,13950,3064,0.2196415770609319,ESTILL,Kentucky,KY
"Fayette County, Kentucky",321122,309022,48466,0.1568367300709982,FAYETTE,Kentucky,KY
"Fleming County, Kentucky",15221,15176,3480,0.22930943595150238,FLEMING,Kentucky,KY
"Floyd County, Kentucky",35342,34500,9177,0.266,FLOYD,Kentucky,KY
"Franklin County, Kentucky",51563,49821,6683,0.13414022199474118,FRANKLIN,Kentucky,KY
"Fulton County, Kentucky",6440,5874,1509,0.2568947906026558,FULTON,Kentucky,KY
"Gallatin County, Kentucky",8749,8629,1245,0.1442809131996755,GALLATIN,Kentucky,KY
"Garrard County, Kentucky",17346,17111,2922,0.17076734264508212,GARRARD,Kentucky,KY
"Grant County, Kentucky",25238,24806,3045,0.1227525598645489,GRANT,Kentucky,KY
"Graves County, Kentucky",36612,36089,7406,0.2052148854221508,GRAVES,Kentucky,KY
"Grayson County, Kentucky",26586,26050,5027,0.1929750479846449,GRAYSON,Kentucky,KY
"Green County, Kentucky",11278,11097,2384,0.21483283770388392,GREEN,Kentucky,KY
"Greenup County, Kentucky",35639,35041,5292,0.15102308724066094,GREENUP,Kentucky,KY
"Hancock County, Kentucky",9032,8872,1409,0.15881424706943192,HANCOCK,Kentucky,KY
"Hardin County, Kentucky",111452,108209,12623,0.11665388276391057,HARDIN,Kentucky,KY
"Harlan County, Kentucky",26185,25446,6930,0.27234142890827634,HARLAN,Kentucky,KY
"Harrison County, Kentucky",18971,18562,3039,0.1637215817261071,HARRISON,Kentucky,KY
"Hart County, Kentucky",19470,18953,4022,0.2122091489473962,HART,Kentucky,KY
"Henderson County, Kentucky",44493,43597,6734,0.1544601692777026,HENDERSON,Kentucky,KY
"Henry County, Kentucky",15774,15667,2602,0.16608157273249505,HENRY,Kentucky,KY
"Hickman County, Kentucky",4470,4289,893,0.20820704126836093,HICKMAN,Kentucky,KY
"Hopkins County, Kentucky",45143,43865,8405,0.19161062350393251,HOPKINS,Kentucky,KY
"Jackson County, Kentucky",13003,12793,2945,0.23020401782224653,JACKSON,Kentucky,KY
"Jefferson County, Kentucky",777392,762894,110819,0.14526133381570702,JEFFERSON,Kentucky,KY
"Jessamine County, Kentucky",53792,52202,5480,0.10497682081146316,JESSAMINE,Kentucky,KY
"Johnson County, Kentucky",22464,21895,5116,0.23366065311715004,JOHNSON,Kentucky,KY
"Kenton County, Kentucky",169817,168126,20065,0.11934501504823763,KENTON,Kentucky,KY
"Knott County, Kentucky",14046,13545,3511,0.25921004060538944,KNOTT,Kentucky,KY
"Knox County, Kentucky",30034,29295,10761,0.36733230926779314,KNOX,Kentucky,KY
"Larue County, Kentucky",15028,14765,2789,0.18889265154080595,LARUE,Kentucky,KY
"Laurel County, Kentucky",62731,61218,13047,0.21312359110065668,LAUREL,Kentucky,KY
"Lawrence County, Kentucky",16171,16055,3529,0.21980691373403924,LAWRENCE,Kentucky,KY
"Lee County, Kentucky",7375,6498,1876,0.28870421668205604,LEE,Kentucky,KY
"Leslie County, Kentucky",10261,9895,2701,0.27296614451743306,LESLIE,Kentucky,KY
"Letcher County, Kentucky",21146,20698,5539,0.26761039713982027,LETCHER,Kentucky,KY
"Lewis County, Kentucky",13028,12886,2915,0.22621449635263077,LEWIS,Kentucky,KY
"Lincoln County, Kentucky",24415,24051,4459,0.18539769656147354,LINCOLN,Kentucky,KY
"Livingston County, Kentucky",8941,8876,1677,0.18893645786390265,LIVINGSTON,Kentucky,KY
"Logan County, Kentucky",27731,27353,3839,0.1403502358059445,LOGAN,Kentucky,KY
"Lyon County, Kentucky",8831,7314,778,0.1063713426305715,LYON,Kentucky,KY
"McCracken County, Kentucky",67584,66346,10173,0.153332529466735,MCCRACKEN,Kentucky,KY
"McCreary County, Kentucky",16905,15246,5358,0.35143644234553323,MCCREARY,Kentucky,KY
"McLean County, Kentucky",9127,9046,840,0.09285872208711032,MCLEAN,Kentucky,KY
"Madison County, Kentucky",94064,88155,13938,0.1581078781691339,MADISON,Kentucky,KY
"Magoffin County, Kentucky",11495,11309,3775,0.3338049341232647,MAGOFFIN,Kentucky,KY
"Marion County, Kentucky",19680,18792,3665,0.1950297999148574,MARION,Kentucky,KY
"Marshall County, Kentucky",31728,30945,4148,0.1340442720956536,MARSHALL,Kentucky,KY
"Martin County, Kentucky",11181,9793,2862,0.29224956601654245,MARTIN,Kentucky,KY
"Mason County, Kentucky",16995,16720,3073,0.18379186602870815,MASON,Kentucky,KY
"Meade County, Kentucky",30032,29777,4091,0.1373879168485744,MEADE,Kentucky,KY
"Menifee County, Kentucky",6203,6143,1730,0.2816213576428455,MENIFEE,Kentucky,KY
"Mercer County, Kentucky",22824,22528,2557,0.11350319602272728,MERCER,Kentucky,KY
"Metcalfe County, Kentucky",10372,10265,2634,0.25660009741841205,METCALFE,Kentucky,KY
"Monroe County, Kentucky",11318,11175,2484,0.22228187919463088,MONROE,Kentucky,KY
"Montgomery County, Kentucky",28271,27744,4229,0.152429354094579,MONTGOMERY,Kentucky,KY
"Morgan County, Kentucky",13938,12216,2224,0.18205631958087753,MORGAN,Kentucky,KY
"Muhlenberg County, Kentucky",30712,29526,5250,0.17780938833570412,MUHLENBERG,Kentucky,KY
"Nelson County, Kentucky",47102,46478,4512,0.09707818752958389,NELSON,Kentucky,KY
"Nicholas County, Kentucky",7655,7536,1396,0.18524416135881103,NICHOLAS,Kentucky,KY
"Ohio County, Kentucky",23704,23130,3023,0.13069606571552098,OHIO,Kentucky,KY
"Oldham County, Kentucky",68600,64659,2561,0.03960778855225104,OLDHAM,Kentucky,KY
"Owen County, Kentucky",11270,11152,1913,0.171538737446198,OWEN,Kentucky,KY
"Owsley County, Kentucky",4021,3862,960,0.24857586742620405,OWSLEY,Kentucky,KY
"Pendleton County, Kentucky",14683,14381,2061,0.14331409498644043,PENDLETON,Kentucky,KY
"Perry County, Kentucky",27847,27002,6894,0.2553144211539886,PERRY,Kentucky,KY
"Pike County, Kentucky",57466,56222,14081,0.2504535591049767,PIKE,Kentucky,KY
"Powell County, Kentucky",13057,12667,2755,0.2174942764664088,POWELL,Kentucky,KY
"Pulaski County, Kentucky",65503,64162,13006,0.20270565132009602,PULASKI,Kentucky,KY
"Robertson County, Kentucky",2239,2090,573,0.27416267942583733,ROBERTSON,Kentucky,KY
"Rockcastle County, Kentucky",16144,15689,3824,0.24373765058321117,ROCKCASTLE,Kentucky,KY
"Rowan County, Kentucky",24525,21649,5308,0.24518453508245183,ROWAN,Kentucky,KY
"Russell County, Kentucky",18117,17670,4142,0.23440860215053763,RUSSELL,Kentucky,KY
"Scott County, Kentucky",58269,56821,5933,0.10441562098519913,SCOTT,Kentucky,KY
"Shelby County, Kentucky",48599,47202,4066,0.08614041777890767,SHELBY,Kentucky,KY
"Simpson County, Kentucky",19786,19275,2914,0.15118028534370948,SIMPSON,Kentucky,KY
"Spencer County, Kentucky",19875,19643,1450,0.07381764496258209,SPENCER,Kentucky,KY
"Taylor County, Kentucky",26205,24985,4156,0.16633980388232938,TAYLOR,Kentucky,KY
"Todd County, Kentucky",12330,12088,2618,0.21657842488418266,TODD,Kentucky,KY
"Trigg County, Kentucky",14211,14137,2888,0.20428662375327156,TRIGG,Kentucky,KY
"Trimble County, Kentucky",8531,8409,1107,0.13164466642882625,TRIMBLE,Kentucky,KY
"Union County, Kentucky",13379,13118,2281,0.17388321390455863,UNION,Kentucky,KY
"Warren County, Kentucky",137549,131590,22098,0.16793069382171896,WARREN,Kentucky,KY
"Washington County, Kentucky",12091,11841,1489,0.1257495143991217,WASHINGTON,Kentucky,KY
"Wayne County, Kentucky",19592,19287,4690,0.24316897392025716,WAYNE,Kentucky,KY
"Webster County, Kentucky",12873,12558,1746,0.13903487816531296,WEBSTER,Kentucky,KY
"Whitley County, Kentucky",36755,35013,8772,0.25053551538000174,WHITLEY,Kentucky,KY
"Wolfe County, Kentucky",6484,6311,2404,0.38092219933449534,WOLFE,Kentucky,KY
"Woodford County, Kentucky",27017,26440,2656,0.10045385779122541,WOODFORD,Kentucky,KY
"Acadia Parish, Louisiana",57218,56402,13750,0.24378568135881706,ACADIA PARISH,Louisiana,LA
"Allen Parish, Louisiana",22552,18853,3849,0.2041584893650878,ALLEN PARISH,Louisiana,LA
"Ascension Parish, Louisiana",128593,127537,13182,0.10335824113786587,ASCENSION PARISH,Louisiana,LA
"Assumption Parish, Louisiana",20720,20581,2861,0.13901170982945435,ASSUMPTION PARISH,Louisiana,LA
"Avoyelles Parish, Louisiana",39176,36094,9875,0.2735911785892392,AVOYELLES PARISH,Louisiana,LA
"Beauregard Parish, Louisiana",36646,35636,5040,0.14143001459198562,BEAUREGARD PARISH,Louisiana,LA
"Bienville Parish, Louisiana",12769,12457,4002,0.32126515212330414,BIENVILLE PARISH,Louisiana,LA
"Bossier Parish, Louisiana",129134,126443,20762,0.1642004697768955,BOSSIER PARISH,Louisiana,LA
"Caddo Parish, Louisiana",232973,228007,50837,0.22296245290714758,CADDO PARISH,Louisiana,LA
"Calcasieu Parish, Louisiana",208668,205650,36643,0.17818137612448334,CALCASIEU PARISH,Louisiana,LA
"Caldwell Parish, Louisiana",9563,9261,2351,0.25386027426843755,CALDWELL PARISH,Louisiana,LA
"Cameron Parish, Louisiana",5222,5178,327,0.06315179606025492,CAMERON PARISH,Louisiana,LA
"Catahoula Parish, Louisiana",8738,7543,2117,0.2806575633037253,CATAHOULA PARISH,Louisiana,LA
"Claiborne Parish, Louisiana",14019,12061,4223,0.3501368045767349,CLAIBORNE PARISH,Louisiana,LA
"Concordia Parish, Louisiana",18325,17040,5926,0.3477699530516432,CONCORDIA PARISH,Louisiana,LA
"De Soto Parish, Louisiana",26897,26680,5815,0.2179535232383808,DE SOTO PARISH,Louisiana,LA
"East Baton Rouge Parish, Louisiana",452821,438536,81374,0.18555831220241895,EAST BATON ROUGE PARISH,Louisiana,LA
"East Carroll Parish, Louisiana",7195,5438,1941,0.35693269584406034,EAST CARROLL PARISH,Louisiana,LA
"East Feliciana Parish, Louisiana",19378,16605,2248,0.1353809093646492,EAST FELICIANA PARISH,Louisiana,LA
"Evangeline Parish, Louisiana",32162,30592,7022,0.22953713389121339,EVANGELINE PARISH,Louisiana,LA
"Franklin Parish, Louisiana",19590,18585,4765,0.25638956147430725,FRANKLIN PARISH,Louisiana,LA
"Grant Parish, Louisiana",22123,18807,3033,0.1612697399904291,GRANT PARISH,Louisiana,LA
"Iberia Parish, Louisiana",69194,68392,15483,0.22638612703240146,IBERIA PARISH,Louisiana,LA
"Iberville Parish, Louisiana",29950,27067,4208,0.1554660656888462,IBERVILLE PARISH,Louisiana,LA
"Jackson Parish, Louisiana",14939,14077,3426,0.2433757192583647,JACKSON PARISH,Louisiana,LA
"Jefferson Parish, Louisiana",432484,428843,69819,0.16280783410245708,JEFFERSON PARISH,Louisiana,LA
"Jefferson Davis Parish, Louisiana",32083,31403,5586,0.17788109416297807,JEFFERSON DAVIS PARISH,Louisiana,LA
"Lafayette Parish, Louisiana",245075,240785,41954,0.1742384284735345,LAFAYETTE PARISH,Louisiana,LA
"Lafourche Parish, Louisiana",96670,94201,16947,0.1799025488052144,LAFOURCHE PARISH,Louisiana,LA
"LaSalle Parish, Louisiana",14804,13750,2126,0.15461818181818182,LASALLE PARISH,Louisiana,LA
"Lincoln Parish, Louisiana",48160,43755,13415,0.30659353216775226,LINCOLN PARISH,Louisiana,LA
"Livingston Parish, Louisiana",145583,144217,18935,0.13129520098185374,LIVINGSTON PARISH,Louisiana,LA
"Madison Parish, Louisiana",9757,8405,3083,0.3668054729327781,MADISON PARISH,Louisiana,LA
"Morehouse Parish, Louisiana",24967,24016,7368,0.30679546968687543,MOREHOUSE PARISH,Louisiana,LA
"Natchitoches Parish, Louisiana",37047,34737,8377,0.2411549644471313,NATCHITOCHES PARISH,Louisiana,LA
"Orleans Parish, Louisiana",376035,363814,82338,0.22631894319624862,ORLEANS PARISH,Louisiana,LA
"Ouachita Parish, Louisiana",158916,153616,36927,0.24038511613373606,OUACHITA PARISH,Louisiana,LA
"Plaquemines Parish, Louisiana",23070,22629,3024,0.13363383269256265,PLAQUEMINES PARISH,Louisiana,LA
"Pointe Coupee Parish, Louisiana",20438,20230,3598,0.17785467128027682,POINTE COUPEE PARISH,Louisiana,LA
"Rapides Parish, Louisiana",128470,125358,23749,0.18944941687008407,RAPIDES PARISH,Louisiana,LA
"Red River Parish, Louisiana",7529,7218,2121,0.2938487115544472,RED RIVER PARISH,Louisiana,LA
"Richland Parish, Louisiana",19908,18961,4462,0.235325141079057,RICHLAND PARISH,Louisiana,LA
"Sabine Parish, Louisiana",22085,21721,4930,0.22696929238985314,SABINE PARISH,Louisiana,LA
"St. Bernard Parish, Louisiana",44172,43805,9906,0.22613856865654605,ST. BERNARD PARISH,Louisiana,LA
"St. Charles Parish, Louisiana",51863,51317,5047,0.09834947483290138,ST. CHARLES PARISH,Louisiana,LA
"St. Helena Parish, Louisiana",10849,10725,3218,0.30004662004662,ST. HELENA PARISH,Louisiana,LA
"St. James Parish, Louisiana",19797,19615,2057,0.10486872291613561,ST. JAMES PARISH,Louisiana,LA
"St. John the Baptist Parish, Louisiana",41342,40904,5146,0.1258067670643458,ST. JOHN THE BAPTIST PARISH,Louisiana,LA
"St. Landry Parish, Louisiana",82128,80548,19321,0.23986939464667031,ST. LANDRY PARISH,Louisiana,LA
"St. Martin Parish, Louisiana",51559,51085,8461,0.16562591758833317,ST. MARTIN PARISH,Louisiana,LA
"St. Mary Parish, Louisiana",48455,47806,10553,0.2207463498305652,ST. MARY PARISH,Louisiana,LA
"St. Tammany Parish, Louisiana",269331,266028,32413,0.12184055813673748,ST. TAMMANY PARISH,Louisiana,LA
"Tangipahoa Parish, Louisiana",135218,131063,25465,0.19429587297711787,TANGIPAHOA PARISH,Louisiana,LA
"Tensas Parish, Louisiana",3992,3821,1255,0.328448050248626,TENSAS PARISH,Louisiana,LA
"Terrebonne Parish, Louisiana",107362,105693,17391,0.16454259033237773,TERREBONNE PARISH,Louisiana,LA
"Union Parish, Louisiana",20914,20301,5806,0.28599576375548,UNION PARISH,Louisiana,LA
"Vermilion Parish, Louisiana",57031,56377,10823,0.19197545098178334,VERMILION PARISH,Louisiana,LA
"Vernon Parish, Louisiana",47764,46024,8409,0.1827090213801495,VERNON PARISH,Louisiana,LA
"Washington Parish, Louisiana",45238,43370,10493,0.24194143417108602,WASHINGTON PARISH,Louisiana,LA
"Webster Parish, Louisiana",36189,35239,9462,0.26850932205794714,WEBSTER PARISH,Louisiana,LA
"West Baton Rouge Parish, Louisiana",27666,26905,4298,0.15974725887381527,WEST BATON ROUGE PARISH,Louisiana,LA
"West Carroll Parish, Louisiana",9622,9360,1473,0.15737179487179487,WEST CARROLL PARISH,Louisiana,LA
"West Feliciana Parish, Louisiana",15381,11452,1328,0.11596227733147049,WEST FELICIANA PARISH,Louisiana,LA
"Winn Parish, Louisiana",13506,11920,2625,0.22021812080536912,WINN PARISH,Louisiana,LA
"Androscoggin County, Maine",112323,108293,14060,0.1298329531918037,ANDROSCOGGIN,Maine,ME
"Aroostook County, Maine",67227,65298,9423,0.14430763576219793,AROOSTOOK,Maine,ME
"Cumberland County, Maine",305940,296707,20956,0.07062859993191936,CUMBERLAND,Maine,ME
"Franklin County, Maine",30145,28908,3403,0.11771827867718279,FRANKLIN,Maine,ME
"Hancock County, Maine",56084,54683,5591,0.10224384177898067,HANCOCK,Maine,ME
"Kennebec County, Maine",125614,121516,14969,0.12318542414167681,KENNEBEC,Maine,ME
"Knox County, Maine",40860,39094,3424,0.08758377244589963,KNOX,Maine,ME
"Lincoln County, Maine",35840,35134,2985,0.08496043718335515,LINCOLN,Maine,ME
"Oxford County, Maine",58728,57725,8187,0.14182763100909485,OXFORD,Maine,ME
"Penobscot County, Maine",153571,146494,19846,0.13547312517918822,PENOBSCOT,Maine,ME
"Piscataquis County, Maine",17125,16723,2761,0.16510195539077915,PISCATAQUIS,Maine,ME
"Sagadahoc County, Maine",37093,36671,4086,0.11142319544053884,SAGADAHOC,Maine,ME
"Somerset County, Maine",50852,49843,7756,0.1556086110386614,SOMERSET,Maine,ME
"Waldo County, Maine",40006,39150,4992,0.1275095785440613,WALDO,Maine,ME
"Washington County, Maine",31261,30299,5396,0.17809168619426383,WASHINGTON,Maine,ME
"York County, Maine",214731,211533,16428,0.07766164144601552,YORK,Maine,ME
"Allegany County, Maryland",67762,61164,10541,0.1723399385259303,ALLEGANY,Maryland,MD
"Anne Arundel County, Maryland",590936,580311,31842,0.054870578017649156,ANNE ARUNDEL,Maryland,MD
"Baltimore County, Maryland",849586,829887,83082,0.10011242494460089,BALTIMORE,Maryland,MD
"Calvert County, Maryland",93791,93318,3758,0.0402709016481279,CALVERT,Maryland,MD
"Caroline County, Maryland",33406,32889,4064,0.12356715011097935,CAROLINE,Maryland,MD
"Carroll County, Maryland",174318,170501,9065,0.05316684359622524,CARROLL,Maryland,MD
"Cecil County, Maryland",104366,102873,11202,0.10889154588667581,CECIL,Maryland,MD
"Charles County, Maryland",168710,167385,11077,0.06617677808644741,CHARLES,Maryland,MD
