name,total_population,poverty_universe,poverty_below,poverty_rate,county,state_name,state_abbr
"Bernalillo County, New Mexico",674357,665828,105164,0.1579446944255874,BERNALILLO,New Mexico,NM
"Catron County, New Mexico",3685,3649,772,0.21156481227733626,CATRON,New Mexico,NM
"Chaves County, New Mexico",64446,61833,13763,0.22258341015315447,CHAVES,New Mexico,NM
"Cibola County, New Mexico",27059,25480,7041,0.2763343799058085,CIBOLA,New Mexico,NM
"Colfax County, New Mexico",12336,11709,1985,0.16952771372448544,COLFAX,New Mexico,NM
"Curry County, New Mexico",47932,46722,9743,0.20853131287188048,CURRY,New Mexico,NM
"De Baca County, New Mexico",1580,1566,322,0.20561941251596424,DE BACA,New Mexico,NM
"Doña Ana County, New Mexico",221665,215850,47947,0.22213110956682883,DOÑA ANA,New Mexico,NM
"Eddy County, New Mexico",61114,60415,7519,0.12445584705784987,EDDY,New Mexico,NM
"Grant County, New Mexico",27856,27000,5273,0.1952962962962963,GRANT,New Mexico,NM
"Guadalupe County, New Mexico",4379,3925,904,0.23031847133757963,GUADALUPE,New Mexico,NM
"Harding County, New Mexico",748,748,140,0.18716577540106952,HARDING,New Mexico,NM
"Hidalgo County, New Mexico",4097,4015,823,0.2049813200498132,HIDALGO,New Mexico,NM
"Lea County, New Mexico",73154,70659,13178,0.18650136571420484,LEA,New Mexico,NM
"Lincoln County, New Mexico",20227,20002,3205,0.16023397660233976,LINCOLN,New Mexico,NM
"Los Alamos County, New Mexico",19374,19266,564,0.029274369355341015,LOS ALAMOS,New Mexico,NM
"Luna County, New Mexico",25420,24945,6517,0.2612547604730407,LUNA,New Mexico,NM
"McKinley County, New Mexico",71172,70388,25117,0.3568363925669148,MCKINLEY,New Mexico,NM
"Mora County, New Mexico",4176,4168,782,0.18761996161228406,MORA,New Mexico,NM
"Otero County, New Mexico",68235,64676,12903,0.19950213371266004,OTERO,New Mexico,NM
"Quay County, New Mexico",8616,8411,2138,0.25419094043514445,QUAY,New Mexico,NM
"Rio Arriba County, New Mexico",40165,39966,8033,0.20099584646949908,RIO ARRIBA,New Mexico,NM
"Roosevelt County, New Mexico",19002,17881,3856,0.21564789441306415,ROOSEVELT,New Mexico,NM
"Sandoval County, New Mexico",151538,150756,15123,0.10031441534665286,SANDOVAL,New Mexico,NM
"San Juan County, New Mexico",121178,119767,27779,0.2319420207569698,SAN JUAN,New Mexico,NM
"San Miguel County, New Mexico",27036,25896,5689,0.21968643805993204,SAN MIGUEL,New Mexico,NM
"Santa Fe County, New Mexico",155175,152885,19103,0.12495012591163293,SANTA FE,New Mexico,NM
"Sierra County, New Mexico",11511,11270,2810,0.24933451641526175,SIERRA,New Mexico,NM
"Socorro County, New Mexico",16308,15543,4502,0.2896480730875635,SOCORRO,New Mexico,NM
"Taos County, New Mexico",34516,34286,4943,0.144169631919734,TAOS,New Mexico,NM
"Torrance County, New Mexico",15290,15161,3100,0.20447200052766967,TORRANCE,New Mexico,NM
"Union County, New Mexico",4039,3608,702,0.19456762749445677,UNION,New Mexico,NM
"Valencia County, New Mexico",77382,75583,13941,0.18444623791064127,VALENCIA,New Mexico,NM
"Albany County, New York",315374,299579,38700,0.12918128440244475,ALBANY,New York,NY
"Allegany County, New York",47027,42233,7095,0.16799659034404377,ALLEGANY,New York,NY
"Bronx County, New York",1419250,1388414,374138,0.2694714976944917,BRONX,New York,NY
"Broome County, New York",197738,187291,35448,0.18926696958209419,BROOME,New York,NY
"Cattaraugus County, New York",76479,74094,13039,0.17597916160552812,CATTARAUGUS,New York,NY
"Cayuga County, New York",75464,72009,9914,0.1376772347900957,CAYUGA,New York,NY
"Chautauqua County, New York",126329,121678,20703,0.17014579463830767,CHAUTAUQUA,New York,NY
"Chemung County, New York",82805,79307,12500,0.15761534290794002,CHEMUNG,New York,NY
"Chenango County, New York",46685,45875,5597,0.12200544959128065,CHENANGO,New York,NY
"Clinton County, New York",78961,73237,10097,0.13786747136010485,CLINTON,New York,NY
"Columbia County, New York",61245,59859,6818,0.11390100068494295,COLUMBIA,New York,NY
"Cortland County, New York",46401,42878,5494,0.128130976258221,CORTLAND,New York,NY
"Delaware County, New York",44551,42513,6317,0.1485898431068144,DELAWARE,New York,NY
"Dutchess County, New York",297144,282406,23328,0.08260447724198494,DUTCHESS,New York,NY
"Erie County, New York",950044,927075,130009,0.14023568751179785,ERIE,New York,NY
"Essex County, New York",37077,35097,4143,0.11804427728865716,ESSEX,New York,NY
"Franklin County, New York",47066,43424,7179,0.16532332350773765,FRANKLIN,New York,NY
"Fulton County, New York",52787,51814,7532,0.1453661172656039,FULTON,New York,NY
"Genesee County, New York",57943,56881,6018,0.1057998277104833,GENESEE,New York,NY
"Greene County, New York",47554,44928,4945,0.11006499287749288,GREENE,New York,NY
"Hamilton County, New York",5102,5052,506,0.10015835312747427,HAMILTON,New York,NY
"Herkimer County, New York",59932,58918,7826,0.1328286771445059,HERKIMER,New York,NY
"Jefferson County, New York",116130,110709,14832,0.1339728477359564,JEFFERSON,New York,NY
"Kings County, New York",2646306,2619715,494754,0.188857948288268,KINGS,New York,NY
"Lewis County, New York",26618,26373,3230,0.12247374208470785,LEWIS,New York,NY
"Livingston County, New York",61588,56975,6606,0.11594559017112768,LIVINGSTON,New York,NY
"Madison County, New York",67572,62041,6033,0.09724214632259312,MADISON,New York,NY
"Monroe County, New York",754068,729825,95297,0.1305751378755181,MONROE,New York,NY
"Montgomery County, New York",49461,48700,7163,0.1470841889117043,MONTGOMERY,New York,NY
"Nassau County, New York",1388138,1368576,72719,0.05313479119902731,NASSAU,New York,NY
"New York County, New York",1627788,1578789,250056,0.1583846859840042,NEW YORK,New York,NY
"Niagara County, New York",211341,207518,27014,0.1301766593741266,NIAGARA,New York,NY
"Oneida County, New York",229645,219280,32026,0.14605071141919007,ONEIDA,New York,NY
"Onondaga County, New York",471611,451437,62884,0.13929739919412898,ONONDAGA,New York,NY
"Ontario County, New York",112405,108733,9961,0.09160972289921183,ONTARIO,New York,NY
"Orange County, New York",403840,395402,51238,0.12958457468601575,ORANGE,New York,NY
"Orleans County, New York",39686,37943,4948,0.13040613551906807,ORLEANS,New York,NY
"Oswego County, New York",117945,112495,18598,0.165322903240144,OSWEGO,New York,NY
"Otsego County, New York",59738,54799,7741,0.14126170185587328,OTSEGO,New York,NY
"Putnam County, New York",97988,96778,6331,0.0654177602347641,PUTNAM,New York,NY
"Queens County, New York",2330124,2303679,282195,0.12249753546392532,QUEENS,New York,NY
"Rensselaer County, New York",160341,154253,18177,0.11783887509481177,RENSSELAER,New York,NY
"Richmond County, New York",492734,487917,53177,0.10898779915436436,RICHMOND,New York,NY
"Rockland County, New York",338936,334095,51969,0.15555156467471826,ROCKLAND,New York,NY
"St. Lawrence County, New York",107796,97072,16924,0.17434481621888906,ST. LAWRENCE,New York,NY
"Saratoga County, New York",237075,233461,15723,0.06734743704515958,SARATOGA,New York,NY
"Schenectady County, New York",159603,155459,19384,0.12468882470619264,SCHENECTADY,New York,NY
"Schoharie County, New York",29979,28675,3106,0.10831734960767218,SCHOHARIE,New York,NY
"Schuyler County, New York",17749,17605,2663,0.15126384549843794,SCHUYLER,New York,NY
"Seneca County, New York",33125,31288,4167,0.13318205062643826,SENECA,New York,NY
"Steuben County, New York",93034,91687,12537,0.1367369419874137,STEUBEN,New York,NY
"Suffolk County, New York",1525680,1498692,95543,0.06375092413918271,SUFFOLK,New York,NY
"Sullivan County, New York",79147,76020,11547,0.15189423835832674,SULLIVAN,New York,NY
"Tioga County, New York",48106,47532,5810,0.1222334427333165,TIOGA,New York,NY
"Tompkins County, New York",102879,88595,13547,0.15290930639426603,TOMPKINS,New York,NY
"Ulster County, New York",182109,175073,25084,0.14327737572326973,ULSTER,New York,NY
"Warren County, New York",65560,64721,5910,0.09131502912501352,WARREN,New York,NY
"Washington County, New York",60883,58154,6304,0.10840182962478935,WASHINGTON,New York,NY
"Wayne County, New York",91128,90274,10174,0.11270133150187207,WAYNE,New York,NY
"Westchester County, New York",996888,976107,86670,0.08879149519468665,WESTCHESTER,New York,NY
"Wyoming County, New York",39980,37280,3968,0.10643776824034334,WYOMING,New York,NY
"Yates County, New York",24637,23461,3318,0.14142619666680875,YATES,New York,NY
"Alamance County, North Carolina",174286,169230,23943,0.14148200673639424,ALAMANCE,North Carolina,NC
"Alexander County, North Carolina",36440,34841,4204,0.12066243793232112,ALEXANDER,North Carolina,NC
"Alleghany County, North Carolina",11075,10970,1907,0.17383773928896992,ALLEGHANY,North Carolina,NC
"Anson County, North Carolina",21903,19973,4235,0.21203624893606368,ANSON,North Carolina,NC
"Ashe County, North Carolina",26831,26504,3724,0.14050709326894054,ASHE,North Carolina,NC
"Avery County, North Carolina",17643,14968,1641,0.10963388562266167,AVERY,North Carolina,NC
"Beaufort County, North Carolina",44597,44028,7931,0.18013536840192604,BEAUFORT,North Carolina,NC
"Bertie County, North Carolina",17482,15931,3152,0.19785324210658464,BERTIE,North Carolina,NC
"Bladen County, North Carolina",29591,29221,6207,0.21241572841449644,BLADEN,North Carolina,NC
"Brunswick County, North Carolina",145889,144672,13570,0.09379838531298386,BRUNSWICK,North Carolina,NC
"Buncombe County, North Carolina",271790,265007,31202,0.11774028610565004,BUNCOMBE,North Carolina,NC
"Burke County, North Carolina",87863,85482,15326,0.17928920708453241,BURKE,North Carolina,NC
"Cabarrus County, North Carolina",231262,229228,20450,0.08921248713071701,CABARRUS,North Carolina,NC
"Caldwell County, North Carolina",80618,79545,10087,0.12680872462128356,CALDWELL,North Carolina,NC
"Camden County, North Carolina",10743,10693,537,0.05021976994295333,CAMDEN,North Carolina,NC
"Carteret County, North Carolina",68652,67511,6781,0.10044289078816786,CARTERET,North Carolina,NC
"Caswell County, North Carolina",22689,21161,3325,0.157128680119087,CASWELL,North Carolina,NC
"Catawba County, North Carolina",162051,158926,20376,0.12821061374476173,CATAWBA,North Carolina,NC
"Chatham County, North Carolina",78319,77460,8111,0.1047121094758585,CHATHAM,North Carolina,NC
"Cherokee County, North Carolina",29197,28841,4218,0.1462501300232308,CHEROKEE,North Carolina,NC
"Chowan County, North Carolina",13814,13584,2790,0.2053886925795053,CHOWAN,North Carolina,NC
"Clay County, North Carolina",11391,11252,1516,0.1347316032705297,CLAY,North Carolina,NC
"Cleveland County, North Carolina",100170,98200,16925,0.17235234215885947,CLEVELAND,North Carolina,NC
"Columbus County, North Carolina",50453,47923,9006,0.1879264653715335,COLUMBUS,North Carolina,NC
"Craven County, North Carolina",101074,96136,13368,0.13905300823832903,CRAVEN,North Carolina,NC
"Cumberland County, North Carolina",336749,318188,54794,0.17220636856198224,CUMBERLAND,North Carolina,NC
"Currituck County, North Carolina",29612,29434,2248,0.07637426105863968,CURRITUCK,North Carolina,NC
"Dare County, North Carolina",37534,37352,2817,0.0754176483186978,DARE,North Carolina,NC
"Davidson County, North Carolina",171063,169012,23367,0.13825645516294702,DAVIDSON,North Carolina,NC
"Davie County, North Carolina",43526,43186,4310,0.09980086139026537,DAVIE,North Carolina,NC
"Duplin County, North Carolina",49053,48673,8708,0.17890822427218375,DUPLIN,North Carolina,NC
"Durham County, North Carolina",329405,316530,38013,0.12009288219126149,DURHAM,North Carolina,NC
"Edgecombe County, North Carolina",48777,48062,10516,0.21880071574216636,EDGECOMBE,North Carolina,NC
"Forsyth County, North Carolina",386740,376368,55308,0.14695191939803595,FORSYTH,North Carolina,NC
"Franklin County, North Carolina",71962,70540,7118,0.10090728664587469,FRANKLIN,North Carolina,NC
"Gaston County, North Carolina",231485,227676,29054,0.1276111667457264,GASTON,North Carolina,NC
"Gates County, North Carolina",10437,10238,1212,0.11838249658136354,GATES,North Carolina,NC
"Graham County, North Carolina",8041,7883,686,0.08702270709120893,GRAHAM,North Carolina,NC
"Granville County, North Carolina",61439,57048,8020,0.14058336839152993,GRANVILLE,North Carolina,NC
"Greene County, North Carolina",20421,17749,3968,0.2235618908107499,GREENE,North Carolina,NC
"Guilford County, North Carolina",542987,519697,79108,0.15221946634288827,GUILFORD,North Carolina,NC
"Halifax County, North Carolina",48219,47012,11826,0.2515527950310559,HALIFAX,North Carolina,NC
"Harnett County, North Carolina",136503,133246,19368,0.14535520766101798,HARNETT,North Carolina,NC
"Haywood County, North Carolina",62432,61714,6960,0.11277829989953657,HAYWOOD,North Carolina,NC
"Henderson County, North Carolina",117387,115963,13536,0.11672688702430947,HENDERSON,North Carolina,NC
"Hertford County, North Carolina",20492,18613,3986,0.2141513995594477,HERTFORD,North Carolina,NC
"Hoke County, North Carolina",53102,51906,9011,0.17360228104650716,HOKE,North Carolina,NC
"Hyde County, North Carolina",4625,4005,898,0.22421972534332085,HYDE,North Carolina,NC
"Iredell County, North Carolina",191800,189857,17271,0.09096846574000432,IREDELL,North Carolina,NC
"Jackson County, North Carolina",43089,39227,7575,0.1931067886914625,JACKSON,North Carolina,NC
"Johnston County, North Carolina",226623,223985,25065,0.11190481505457955,JOHNSTON,North Carolina,NC
"Jones County, North Carolina",9245,9131,1942,0.21268207206220568,JONES,North Carolina,NC
"Lee County, North Carolina",64565,63282,9787,0.15465693246104736,LEE,North Carolina,NC
"Lenoir County, North Carolina",54917,53873,12100,0.22460230542201104,LENOIR,North Carolina,NC
"Lincoln County, North Carolina",90359,89512,8097,0.0904571454106712,LINCOLN,North Carolina,NC
"McDowell County, North Carolina",44679,43337,6057,0.13976509679950158,MCDOWELL,North Carolina,NC
"Macon County, North Carolina",37533,37071,5337,0.14396698227725177,MACON,North Carolina,NC
"Madison County, North Carolina",21640,20780,2378,0.11443695861405197,MADISON,North Carolina,NC
"Martin County, North Carolina",21773,21311,4186,0.19642438177467036,MARTIN,North Carolina,NC
"Mecklenburg County, North Carolina",1130906,1113265,115896,0.10410459324599264,MECKLENBURG,North Carolina,NC
"Mitchell County, North Carolina",14973,14580,1889,0.1295610425240055,MITCHELL,North Carolina,NC
"Montgomery County, North Carolina",25874,25033,4027,0.16086765469580155,MONTGOMERY,North Carolina,NC
"Moore County, North Carolina",102840,101170,10077,0.09960462587723634,MOORE,North Carolina,NC
"Nash County, North Carolina",95451,93468,13116,0.1403261009115419,NASH,North Carolina,NC
"New Hanover County, North Carolina",231214,225457,27891,0.12370873381620442,NEW HANOVER,North Carolina,NC
"Northampton County, North Carolina",17212,16573,3311,0.19978277921921198,NORTHAMPTON,North Carolina,NC
"Onslow County, North Carolina",208537,186008,21794,0.11716700356973894,ONSLOW,North Carolina,NC
"Orange County, North Carolina",147292,135916,16892,0.12428264516318903,ORANGE,North Carolina,NC
"Pamlico County, North Carolina",12315,11433,1414,0.12367707513338581,PAMLICO,North Carolina,NC
"Pasquotank County, North Carolina",40830,38146,3827,0.10032506684842447,PASQUOTANK,North Carolina,NC
"Pender County, North Carolina",63475,62106,6641,0.10693008727015103,PENDER,North Carolina,NC
"Perquimans County, North Carolina",13146,13119,1494,0.11388063114566659,PERQUIMANS,North Carolina,NC
"Person County, North Carolina",39275,38934,7182,0.18446601941747573,PERSON,North Carolina,NC
"Pitt County, North Carolina",172279,166082,32225,0.19403065955371443,PITT,North Carolina,NC
"Polk County, North Carolina",19689,19354,2643,0.13656091763976438,POLK,North Carolina,NC
"Randolph County, North Carolina",145322,143617,21205,0.14764965150365209,RANDOLPH,North Carolina,NC
"Richmond County, North Carolina",42818,41632,10478,0.2516813989239047,RICHMOND,North Carolina,NC
"Robeson County, North Carolina",116858,113440,32642,0.28774682651622,ROBESON,North Carolina,NC
"Rockingham County, North Carolina",91585,89541,15086,0.16848147775879208,ROCKINGHAM,North Carolina,NC
"Rowan County, North Carolina",148487,144491,22881,0.15835588375746587,ROWAN,North Carolina,NC
"Rutherford County, North Carolina",64850,63623,11196,0.17597409741760056,RUTHERFORD,North Carolina,NC
"Sampson County, North Carolina",59245,57941,11727,0.20239554029098566,SAMPSON,North Carolina,NC
"Scotland County, North Carolina",34353,32159,8544,0.2656799029820579,SCOTLAND,North Carolina,NC
"Stanly County, North Carolina",63557,61509,8765,0.14249947162203905,STANLY,North Carolina,NC
"Stokes County, North Carolina",44889,44124,5280,0.11966276856132717,STOKES,North Carolina,NC
"Surry County, North Carolina",71407,70238,11724,0.16691819243144737,SURRY,North Carolina,NC
"Swain County, North Carolina",14065,13729,2890,0.21050331415252385,SWAIN,North Carolina,NC
"Transylvania County, North Carolina",33243,32275,4576,0.14178156467854378,TRANSYLVANIA,North Carolina,NC
"Tyrrell County, North Carolina",3376,2812,585,0.20803698435277382,TYRRELL,North Carolina,NC
"Union County, North Carolina",244975,241896,18530,0.07660316830373384,UNION,North Carolina,NC
"Vance County, North Carolina",42361,41868,7936,0.1895481035635808,VANCE,North Carolina,NC
"Wake County, North Carolina",1151009,1129229,89566,0.07931606432353402,WAKE,North Carolina,NC
"Warren County, North Carolina",18751,18006,4004,0.22237032100410975,WARREN,North Carolina,NC
"Washington County, North Carolina",10905,10649,2631,0.24706545215513193,WASHINGTON,North Carolina,NC
"Watauga County, North Carolina",54607,48636,12005,0.24683362118595278,WATAUGA,North Carolina,NC
"Wayne County, North Carolina",117606,114923,19436,0.16912193381655544,WAYNE,North Carolina,NC
"Wilkes County, North Carolina",65983,64649,10623,0.1643180869000294,WILKES,North Carolina,NC
"Wilson County, North Carolina",78648,77254,16226,0.21003443187407772,WILSON,North Carolina,NC
"Yadkin County, North Carolina",37419,37017,5050,0.13642380527865575,YADKIN,North Carolina,NC
"Yancey County, North Carolina",18676,18543,2763,0.14900501536968128,YANCEY,North Carolina,NC
"Adams County, North Dakota",2179,2112,307,0.14535984848484848,ADAMS,North Dakota,ND
"Barnes County, North Dakota",10794,10189,1149,0.1127686720973599,BARNES,North Dakota,ND
"Benson County, North Dakota",5861,5832,1295,0.22205075445816186,BENSON,North Dakota,ND
"Billings County, North Dakota",948,941,122,0.12964930924548354,BILLINGS,North Dakota,ND
"Bottineau County, North Dakota",6390,6092,460,0.07550886408404466,BOTTINEAU,North Dakota,ND
"Bowman County, North Dakota",2935,2863,272,0.09500523925951798,BOWMAN,North Dakota,ND
"Burke County, North Dakota",2163,2163,111,0.05131761442441054,BURKE,North Dakota,ND
"Burleigh County, North Dakota",98986,94986,7801,0.08212789253153097,BURLEIGH,North Dakota,ND
"Cass County, North Dakota",189286,183526,18980,0.10341858919172216,CASS,North Dakota,ND
"Cavalier County, North Dakota",3663,3555,273,0.07679324894514768,CAVALIER,North Dakota,ND
"Dickey County, North Dakota",4959,4668,503,0.10775492716366752,DICKEY,North Dakota,ND
"Divide County, North Dakota",2174,2103,153,0.07275320970042796,DIVIDE,North Dakota,ND
"Dunn County, North Dakota",4043,3974,288,0.07247106190236538,DUNN,North Dakota,ND
"Eddy County, North Dakota",2319,2218,283,0.12759242560865644,EDDY,North Dakota,ND
"Emmons County, North Dakota",3269,3187,268,0.08409162221524945,EMMONS,North Dakota,ND
"Foster County, North Dakota",3372,3279,299,0.0911863372979567,FOSTER,North Dakota,ND
"Golden Valley County, North Dakota",1679,1655,298,0.18006042296072508,GOLDEN VALLEY,North Dakota,ND
"Grand Forks County, North Dakota",72764,68306,9496,0.13902146224343395,GRAND FORKS,North Dakota,ND
"Grant County, North Dakota",2276,2230,389,0.17443946188340806,GRANT,North Dakota,ND
"Griggs County, North Dakota",2340,2258,228,0.10097431355181577,GRIGGS,North Dakota,ND
"Hettinger County, North Dakota",2453,2312,215,0.09299307958477508,HETTINGER,North Dakota,ND
"Kidder County, North Dakota",2374,2350,243,0.10340425531914893,KIDDER,North Dakota,ND
"LaMoure County, North Dakota",4107,3980,430,0.10804020100502512,LAMOURE,North Dakota,ND
"Logan County, North Dakota",1848,1779,204,0.11467116357504216,LOGAN,North Dakota,ND
"McHenry County, North Dakota",5264,5199,511,0.09828813233314099,MCHENRY,North Dakota,ND
"McIntosh County, North Dakota",2512,2408,372,0.15448504983388706,MCINTOSH,North Dakota,ND
"McKenzie County, North Dakota",14280,14065,1801,0.12804834696054035,MCKENZIE,North Dakota,ND
"McLean County, North Dakota",9807,9654,806,0.0834887093432774,MCLEAN,North Dakota,ND
"Mercer County, North Dakota",8341,8156,869,0.10654732712113782,MERCER,North Dakota,ND
"Morton County, North Dakota",33479,32771,2297,0.07009245979677153,MORTON,North Dakota,ND
"Mountrail County, North Dakota",9567,9455,1244,0.13157059756742465,MOUNTRAIL,North Dakota,ND
"Nelson County, North Dakota",3015,2893,288,0.09955063947459385,NELSON,North Dakota,ND
"Oliver County, North Dakota",1821,1820,86,0.04725274725274725,OLIVER,North Dakota,ND
"Pembina County, North Dakota",6787,6619,576,0.08702220879286901,PEMBINA,North Dakota,ND
"Pierce County, North Dakota",3961,3803,463,0.12174599000788851,PIERCE,North Dakota,ND
"Ramsey County, North Dakota",11563,11070,1800,0.16260162601626016,RAMSEY,North Dakota,ND
"Ransom County, North Dakota",5662,5449,593,0.10882730776289228,RANSOM,North Dakota,ND
"Renville County, North Dakota",2277,2212,158,0.07142857142857142,RENVILLE,North Dakota,ND
"Richland County, North Dakota",16550,15256,1582,0.10369690613529103,RICHLAND,North Dakota,ND
"Rolette County, North Dakota",12065,11644,2920,0.2507729302645139,ROLETTE,North Dakota,ND
"Sargent County, North Dakota",3822,3773,297,0.07871720116618076,SARGENT,North Dakota,ND
"Sheridan County, North Dakota",1327,1322,113,0.08547655068078669,SHERIDAN,North Dakota,ND
"Sioux County, North Dakota",3789,3720,1590,0.4274193548387097,SIOUX,North Dakota,ND
"Slope County, North Dakota",795,795,51,0.06415094339622641,SLOPE,North Dakota,ND
"Stark County, North Dakota",33116,32184,3538,0.10993040019885658,STARK,North Dakota,ND
"Steele County, North Dakota",1731,1731,230,0.13287117273252455,STEELE,North Dakota,ND
"Stutsman County, North Dakota",21525,19863,2469,0.12430146503549312,STUTSMAN,North Dakota,ND
"Towner County, North Dakota",2113,2059,237,0.11510441962117533,TOWNER,North Dakota,ND
"Traill County, North Dakota",7980,7529,523,0.06946473635276929,TRAILL,North Dakota,ND
"Walsh County, North Dakota",10488,10292,1081,0.10503303536727555,WALSH,North Dakota,ND
"Ward County, North Dakota",69232,67484,5255,0.07787030999940726,WARD,North Dakota,ND
"Wells County, North Dakota",3942,3853,405,0.10511289903970931,WELLS,North Dakota,ND
"Williams County, North Dakota",39368,38886,3406,0.08758936378130946,WILLIAMS,North Dakota,ND
"Adams County, Ohio",27510,27094,5508,0.20329224182475825,ADAMS,Ohio,OH
"Allen County, Ohio",101685,97786,12815,0.1310514797619291,ALLEN,Ohio,OH
"Ashland County, Ohio",52296,50716,6988,0.13778689171070274,ASHLAND,Ohio,OH
"Ashtabula County, Ohio",97343,94199,17208,0.18267709848299876,ASHTABULA,Ohio,OH
"Athens County, Ohio",61573,53885,11914,0.22110049178806718,ATHENS,Ohio,OH
"Auglaize County, Ohio",46209,45601,3408,0.07473520317536896,AUGLAIZE,Ohio,OH
"Belmont County, Ohio",65982,62167,8872,0.14271237151543423,BELMONT,Ohio,OH
"Brown County, Ohio",43710,43065,7498,0.1741089051433879,BROWN,Ohio,OH
"Butler County, Ohio",389910,378278,44346,0.11723124263108084,BUTLER,Ohio,OH
"Carroll County, Ohio",26731,26271,3274,0.12462411023562103,CARROLL,Ohio,OH
"Champaign County, Ohio",38772,38183,3131,0.08199984286200665,CHAMPAIGN,Ohio,OH
"Clark County, Ohio",135445,132172,20582,0.15572133280876435,CLARK,Ohio,OH
"Clermont County, Ohio",209862,207559,18343,0.08837487172322087,CLERMONT,Ohio,OH
"Clinton County, Ohio",42014,40731,6018,0.14774987110554613,CLINTON,Ohio,OH
"Columbiana County, Ohio",101203,97788,13547,0.13853438049658445,COLUMBIANA,Ohio,OH
"Coshocton County, Ohio",36679,36062,6776,0.1878986190449781,COSHOCTON,Ohio,OH
"Crawford County, Ohio",41767,41017,5416,0.1320428115171758,CRAWFORD,Ohio,OH
"Cuyahoga County, Ohio",1249418,1224797,198469,0.16204236293851143,CUYAHOGA,Ohio,OH
"Darke County, Ohio",51655,50979,5721,0.11222267992702878,DARKE,Ohio,OH
"Defiance County, Ohio",38258,37422,3731,0.09970071081182193,DEFIANCE,Ohio,OH
"Delaware County, Ohio",221160,218562,11029,0.05046165390141013,DELAWARE,Ohio,OH
"Erie County, Ohio",74938,73666,9228,0.12526810197377353,ERIE,Ohio,OH
"Fairfield County, Ohio",161289,157583,12903,0.08188065971583229,FAIRFIELD,Ohio,OH
"Fayette County, Ohio",28880,28308,4541,0.16041401723894305,FAYETTE,Ohio,OH
"Franklin County, Ohio",1321635,1292184,187832,0.14536010351466974,FRANKLIN,Ohio,OH
"Fulton County, Ohio",42434,41948,3640,0.08677410126823687,FULTON,Ohio,OH
"Gallia County, Ohio",29162,28495,4219,0.14806106334444638,GALLIA,Ohio,OH
"Geauga County, Ohio",95479,94505,5490,0.058092164435744144,GEAUGA,Ohio,OH
"Greene County, Ohio",168531,161157,15757,0.09777422017039285,GREENE,Ohio,OH
"Guernsey County, Ohio",38283,37822,5965,0.1577124424937867,GUERNSEY,Ohio,OH
"Hamilton County, Ohio",827878,809231,120229,0.14857191580648788,HAMILTON,Ohio,OH
"Hancock County, Ohio",74885,72990,7497,0.10271270036991369,HANCOCK,Ohio,OH
"Hardin County, Ohio",30527,28330,5153,0.18189198729262265,HARDIN,Ohio,OH
"Harrison County, Ohio",14408,14144,2060,0.1456447963800905,HARRISON,Ohio,OH
"Henry County, Ohio",27581,27190,2292,0.08429569694740713,HENRY,Ohio,OH
"Highland County, Ohio",43403,42780,6169,0.14420289855072463,HIGHLAND,Ohio,OH
"Hocking County, Ohio",27938,27640,4723,0.1708755426917511,HOCKING,Ohio,OH
"Holmes County, Ohio",44312,43496,3831,0.08807706455766047,HOLMES,Ohio,OH
"Huron County, Ohio",58412,57747,6904,0.11955599425078359,HURON,Ohio,OH
"Jackson County, Ohio",32588,32037,5659,0.17663951056590818,JACKSON,Ohio,OH
"Jefferson County, Ohio",64855,62623,10603,0.1693147884962394,JEFFERSON,Ohio,OH
"Knox County, Ohio",62888,59148,6530,0.11040102792993846,KNOX,Ohio,OH
"Lake County, Ohio",232101,229009,18731,0.08179154531044631,LAKE,Ohio,OH
"Lawrence County, Ohio",57385,56514,9902,0.17521322150263652,LAWRENCE,Ohio,OH
"Licking County, Ohio",180311,176361,17873,0.10134326750245236,LICKING,Ohio,OH
"Logan County, Ohio",46140,45667,5158,0.112948080670944,LOGAN,Ohio,OH
"Lorain County, Ohio",314588,305901,39114,0.1278648974668275,LORAIN,Ohio,OH
"Lucas County, Ohio",428748,419602,74739,0.17811878875696494,LUCAS,Ohio,OH
"Madison County, Ohio",44126,39326,3809,0.096857041143264,MADISON,Ohio,OH
"Mahoning County, Ohio",227063,221146,40423,0.18278874589637614,MAHONING,Ohio,OH
"Marion County, Ohio",65145,59589,9145,0.15346792193190018,MARION,Ohio,OH
"Medina County, Ohio",183049,181474,11133,0.06134763106560719,MEDINA,Ohio,OH
"Meigs County, Ohio",22072,21661,4775,0.2204422695166428,MEIGS,Ohio,OH
"Mercer County, Ohio",42438,41634,2555,0.06136811260027862,MERCER,Ohio,OH
"Miami County, Ohio",109549,108428,9345,0.08618622496034235,MIAMI,Ohio,OH
"Monroe County, Ohio",13308,13183,1995,0.15133125995600394,MONROE,Ohio,OH
"Montgomery County, Ohio",535528,518197,77204,0.14898581041572992,MONTGOMERY,Ohio,OH
"Morgan County, Ohio",13758,13551,1936,0.14286768504169434,MORGAN,Ohio,OH
"Morrow County, Ohio",35214,34782,3781,0.1087056523489161,MORROW,Ohio,OH
"Muskingum County, Ohio",86382,84075,13148,0.15638418079096045,MUSKINGUM,Ohio,OH
"Noble County, Ohio",14252,11999,1401,0.11675972997749813,NOBLE,Ohio,OH
"Ottawa County, Ohio",40161,39546,3303,0.0835229858898498,OTTAWA,Ohio,OH
