Utility.Number,Utility.Name,Utility.State,Utility.Type,Demand.Summer Peak,Demand.Winter Peak,Sources.Generation,Sources.Purchased,Sources.Other,Sources.Total,Uses.Retail,Uses.Resale,Uses.No Charge,Uses.Consumed,Uses.Losses,Uses.Total,Revenues.Retail,Revenue.Delivery,Revenue.Resale,Revenue.Adjustments,Revenue.Transmission,Revenue.Other,Revenue.Total,Retail.Residential.Revenue,Retail.Residential.Sales,Retail.Residential.Customers,Retail.Commercial.Revenue,Retail.Commercial.Sales,Retail.Commercial.Customers,Retail.Industrial.Revenue,Retail.Industrial.Sales,Retail.Industrial.Customers,Retail.Transportation.Revenue,Retail.Transportation.Sales,Retail.Transportation.Customers,Retail.Total.Revenue,Retail.Total.Sales,Retail.Total.Customers,Year
407,Altamaha Electric Member Corp,GA,Cooperative,91.4,97.2,0,410942,0,410942,410942,0,0,0,0,410942,47450.0,0.0,0.0,0.0,0.0,881.0,410942,31047.0,236991.0,18331.0,9695.0,85842.0,1818.0,6708.0,88109.0,203.0,0.0,0.0,0.0,47450.0,410942.0,20352.0,2016
416,City of Altus - (OK),OK,Municipal,55.8,32.9,0,220747,0,220747,195626,0,0,14870,10251,220747,22718.4,0.0,0.0,0.0,0.0,0.0,220747,12220.6,86386.0,7657.0,7203.8,68051.0,1197.0,3294.0,41189.0,2.0,0.0,0.0,0.0,22718.4,195626.0,8856.0,2016
471,Amana Society Service Co,IA,Investor Owned,16.0,14.0,2950,95393,0,98343,96369,0,0,0,1974,98343,8102.0,0.0,0.0,0.0,0.0,56.0,98343,917.0,7274.0,705.0,972.0,8722.0,180.0,6213.0,80373.0,1.0,0.0,0.0,0.0,8102.0,96369.0,886.0,2016
540,BP Energy Company,TX,Retail Power Marketer,13.0,13.0,0,882782,0,882782,882782,0,0,0,0,882782,27254.0,0.0,0.0,0.0,0.0,0.0,882782,0.0,0.0,0.0,0.0,0.0,0.0,23212.0,835770.0,2.0,0.0,0.0,0.0,23212.0,835770.0,2.0,2016
540,BP Energy Company,TX,Retail Power Marketer,13.0,13.0,0,882782,0,882782,882782,0,0,0,0,882782,27254.0,0.0,0.0,0.0,0.0,0.0,882782,0.0,0.0,0.0,0.0,0.0,0.0,4042.0,47012.0,2.0,0.0,0.0,0.0,4042.0,47012.0,2.0,2016
554,City of Ames - (IA),IA,Municipal,151.6,110.1,279378,498079,0,777457,658626,92999,0,377,25455,777457,52969.5,0.0,2579.7,0.0,1653.0,7622.5,777457,17768.4,166099.0,23122.0,25040.0,346649.0,2949.0,10161.1,145878.0,7.0,0.0,0.0,0.0,52969.5,658626.0,26078.0,2016
560,City of Amherst- (OH),OH,Municipal,29.0,19.0,0,115278,0,115278,107051,0,0,0,8227,115278,11667.0,0.0,0.0,0.0,0.0,0.0,115278,6371.0,58703.0,5397.0,1744.0,14371.0,504.0,3552.0,33977.0,70.0,0.0,0.0,0.0,11667.0,107051.0,5971.0,2016
562,Amicalola Electric Member Corp,GA,Cooperative,181.7,204.1,0,781263,0,781263,731488,0,0,953,48822,781263,83942.7,0.0,0.0,0.0,0.0,6020.1,781263,70028.5,618095.0,42959.0,13914.2,113393.0,4683.0,0.0,0.0,0.0,0.0,0.0,0.0,83942.7,731488.0,47642.0,2016
571,City of Amory,MS,Municipal,30.0,24.0,0,141160,0,141160,138443,0,0,0,2717,141160,13724.0,0.0,0.0,0.0,0.0,323.3,141160,4281.0,40852.0,2935.0,6316.0,57252.0,1086.0,3127.0,40339.0,3.0,0.0,0.0,0.0,13724.0,138443.0,4024.0,2016
577,City of Alcoa Utilities,TN,Municipal,141.0,167.0,0,661092,0,661092,629545,0,0,15,31532,661092,65088.0,0.0,0.0,0.0,0.0,1950.4,661092,40536.0,388712.0,25159.0,24408.0,239701.0,3582.0,144.0,1132.0,1.0,0.0,0.0,0.0,65088.0,629545.0,28742.0,2016
590,City of Anaheim - (CA),CA,Municipal,561.0,378.0,359143,3050197,0,3409340,2356277,957613,0,0,95450,3409340,376116.7,0.0,17612.0,0.0,31045.0,2881.0,3409340,98348.0,588355.0,114466.0,132986.0,770914.0,15150.0,144782.7,997008.0,303.0,0.0,0.0,0.0,376116.7,2356277.0,129919.0,2016
599,Anchorage Municipal Light and Power,AK,Municipal,156.0,163.0,1145358,90390,0,1235748,991879,213901,0,0,29968,1235748,145640.7,0.0,15343.2,5297.1,0.0,746.5,1235748,22260.3,127732.0,24678.0,123380.4,864147.0,6402.0,0.0,0.0,0.0,0.0,0.0,0.0,145640.7,991879.0,31080.0,2016
604,City of Andalusia,AL,Municipal,58.4,45.1,0,364708,0,364708,361147,0,0,0,3561,364708,28576.0,0.0,0.0,0.0,0.0,0.0,364708,5437.0,41374.0,3627.0,8790.0,62990.0,988.0,14349.0,256783.0,2.0,0.0,0.0,0.0,28576.0,361147.0,4617.0,2016
636,City of Anderson - (IN),IN,Municipal,173.7,135.4,0,872462,0,872462,832214,0,0,0,40248,872462,84306.5,0.0,0.0,0.0,0.0,0.0,872462,35985.3,301959.0,31276.0,31558.4,313281.0,4248.0,16762.8,216974.0,53.0,0.0,0.0,0.0,84306.5,832214.0,35577.0,2016
659,American Transmission Co,WI,Transmission,12159.4,9633.8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-50100.3,669197.5,1709.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
689,Connexus Energy,MN,Cooperative,516.9,358.2,0,2346347,0,2346347,1953247,311991,0,0,81109,2346347,235091.3,0.0,23991.8,0.0,0.0,0.0,2346347,153412.5,1149335.0,119241.0,68996.6,670298.0,11315.0,12682.2,133614.0,399.0,0.0,0.0,0.0,235091.3,1953247.0,130955.0,2016
690,City of Bardstown - (KY),KY,Municipal,37.9,33.3,0,202120,0,202120,195913,0,0,778,5429,202120,14997.0,0.0,0.0,0.0,0.0,0.0,202120,3802.0,44766.0,3385.0,4307.0,56773.0,1057.0,6888.0,94374.0,15.0,0.0,0.0,0.0,14997.0,195913.0,4457.0,2016
691,City of Anoka,MN,Municipal,63.4,41.8,0,283477,0,283477,275234,0,0,0,8243,283477,27636.0,0.0,0.0,0.0,0.0,427.2,283477,9250.0,73568.0,10567.0,9681.0,99183.0,1328.0,8705.0,102483.0,15.0,0.0,0.0,0.0,27636.0,275234.0,11910.0,2016
694,Anza Electric Coop Inc,CA,Cooperative,13.7,10.9,0,59683,0,59683,54170,0,186,106,5221,59683,9707.4,0.0,0.0,0.0,0.0,0.0,59683,7815.5,43704.0,4560.0,1891.9,10466.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,9707.4,54170.0,4878.0,2016
712,Arkansas River Power Authority,CO,Political Subdivision,65.3,39.1,18657,267008,0,285665,0,276791,0,0,8874,285665,0.0,0.0,28771.1,0.0,0.0,0.0,285665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
719,Town of Apex- (NC),NC,Municipal,87.4,49.9,0,325062,0,325062,302769,0,1734,10372,10187,325062,29614.5,0.0,0.0,0.0,0.0,0.0,325062,19356.1,186194.0,16350.0,10258.4,116575.0,1426.0,0.0,0.0,0.0,0.0,0.0,0.0,29614.5,302769.0,17776.0,2016
727,Appalachian Electric Coop,TN,Cooperative,199.0,272.0,0,984806,0,984806,927222,0,0,1221,56363,984806,99962.0,0.0,0.0,0.0,0.0,3116.7,984806,68343.0,611469.0,39469.0,27796.0,248430.0,6456.0,3823.0,67323.0,5.0,0.0,0.0,0.0,99962.0,927222.0,45930.0,2016
733,Appalachian Power Co,OH,Investor Owned,5873.0,7363.0,27096755,9997318,0,37094073,28323673,6424581,57,0,2345762,37094073,2626366.0,887.0,299089.0,-4262.0,50241.0,57301.0,37094073,698596.0,6153226.0,449723.0,361555.0,4005898.0,76007.0,352750.0,5208469.0,1881.0,0.0,0.0,0.0,1412901.0,15367593.0,527611.0,2016
733,Appalachian Power Co,OH,Investor Owned,5873.0,7363.0,27096755,9997318,0,37094073,28323673,6424581,57,0,2345762,37094073,2626366.0,887.0,299089.0,-4262.0,50241.0,57301.0,37094073,616181.0,5267832.0,360500.0,321466.0,3547985.0,66274.0,275818.0,4140263.0,2273.0,0.0,0.0,0.0,1213465.0,12956080.0,429047.0,2016
733,Appalachian Power Co,OH,Investor Owned,5873.0,7363.0,27096755,9997318,0,37094073,28323673,6424581,57,0,2345762,37094073,2626366.0,887.0,299089.0,-4262.0,50241.0,57301.0,37094073,0.0,0.0,0.0,456.0,53389.0,55.0,431.0,61176.0,3.0,0.0,0.0,0.0,887.0,114565.0,58.0,2016
750,Arab Electric Coop Inc,AL,Cooperative,72.0,80.0,0,334287,0,334287,307259,0,0,396,26632,334287,33317.0,0.0,0.0,0.0,0.0,1254.2,334287,21063.0,194292.0,12498.0,11949.0,108608.0,2897.0,305.0,4359.0,1.0,0.0,0.0,0.0,33317.0,307259.0,15396.0,2016
796,Arizona Electric Pwr Coop Inc,AZ,Cooperative,863.0,481.0,2068786,1900029,0,3955130,0,3862396,0,0,92734,3955130,0.0,0.0,147581.5,0.0,23199.0,9535.8,3955130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
798,Arizona Power Authority,AZ,State,277.4,266.8,0,743233,0,743233,0,720936,0,0,22297,743233,0.0,0.0,28035.4,0.0,0.0,0.0,743233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
803,Arizona Public Service Co,AZ,Investor Owned,7275.0,4379.0,24835334,8962490,0,33797366,28022002,3906044,0,60924,1808396,33797366,3335229.0,0.0,119366.0,0.0,0.0,61741.0,33797366,1729901.0,13195346.0,1061814.0,1415053.0,12558968.0,127852.0,190275.0,2267688.0,3845.0,0.0,0.0,0.0,3335229.0,28022002.0,1193511.0,2016
807,Arkansas Electric Coop Corp,AR,Cooperative,2857.0,2737.0,9787247,5319861,0,15107259,0,14981542,0,0,125717,15107259,0.0,0.0,755349.8,0.0,9434.6,905.4,15107259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
814,Entergy Arkansas Inc,AR,Investor Owned,4505.0,3476.0,26435825,4252556,0,30795683,20639386,8724404,0,27674,1404219,30795683,1733733.4,0.0,167148.6,-504.6,121851.4,49449.1,30795683,782205.2,7618426.0,589522.0,509557.1,6225368.0,93493.0,441954.2,6795445.0,23855.0,11.2,103.0,1.0,1733727.7,20639342.0,706871.0,2016
814,Entergy Arkansas Inc,AR,Investor Owned,4505.0,3476.0,26435825,4252556,0,30795683,20639386,8724404,0,27674,1404219,30795683,1733733.4,0.0,167148.6,-504.6,121851.4,49449.1,30795683,1.6,17.0,2.0,2.8,23.0,3.0,1.3,4.0,3.0,0.0,0.0,0.0,5.7,44.0,8.0,2016
817,Arkansas Valley Elec Coop Corp,AR,Cooperative,345.0,309.2,0,1287666,0,1287666,1211634,0,0,392,75640,1287666,110923.6,0.0,0.0,0.0,0.0,2564.5,1287666,73714.0,706400.0,50491.0,16133.4,168311.0,3682.0,12781.0,250874.0,26.0,0.0,0.0,0.0,102628.4,1125585.0,54199.0,2016
817,Arkansas Valley Elec Coop Corp,AR,Cooperative,345.0,309.2,0,1287666,0,1287666,1211634,0,0,392,75640,1287666,110923.6,0.0,0.0,0.0,0.0,2564.5,1287666,5694.0,55924.0,4079.0,2601.2,30125.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,8295.2,86049.0,4564.0,2016
828,City of Arlington - (MN),MN,Municipal,15.5,11.8,0,16812,0,16812,15803,0,0,0,1009,16812,1535.9,0.0,0.0,0.0,0.0,38.5,16812,808.5,8351.0,971.0,727.4,7452.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,1535.9,15803.0,1131.0,2016
887,Arrowhead Electric Coop Inc,MN,Cooperative,7.4,23.7,0,73161,0,73161,67743,0,0,0,5418,73161,8747.0,0.0,0.0,0.0,71.0,0.0,73161,5860.0,40478.0,3771.0,2887.0,27265.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,8747.0,67743.0,4285.0,2016
907,City of Ashland - (OR),OR,Municipal,1.9,1.4,2124,172635,0,174759,165619,0,0,9140,0,174759,14126.0,0.0,0.0,0.0,0.0,0.0,174759,7307.0,85373.0,10309.0,6819.0,80246.0,1603.0,0.0,0.0,0.0,0.0,0.0,0.0,14126.0,165619.0,11912.0,2016
918,City of Aspen- (CO),CO,Municipal,10.7,14.4,0,71336,0,71336,65983,0,0,0,5353,71336,8010.1,0.0,0.0,0.0,0.0,214.6,71336,3033.3,22815.0,2017.0,4976.8,43168.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,8010.1,65983.0,3022.0,2016
924,Associated Electric Coop Inc,MO,Transmission,3955.0,4379.0,17218777,6706072,0,23924849,0,22978917,0,3877,942055,23924849,0.0,0.0,1069590.0,24683.0,0.0,0.0,23924849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
942,Atchison-Holt Electric Coop,MO,Cooperative,17.4,14.2,0,86706,0,86706,81065,0,0,208,5433,86706,8868.0,0.0,0.0,0.0,0.0,0.0,86706,1362.0,9820.0,1019.0,611.0,5767.0,84.0,140.0,602.0,59.0,0.0,0.0,0.0,2113.0,16189.0,1162.0,2016
